V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,demo_educa_2,demo_educa_3,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id1,ethnic_id2,ethnic_id3,attn,ethnic_id4,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q48,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,hypo_1,hypo_2,hypo_3,hypo_4,hypo_5,hypo_6,hypo_7,hypo_8,hypo_9,Q54,Q62_1,Q62_2,Q62_3,Q66,Q65,Q64,DO-BR-FL_15,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_z2PWeO266Oq6u8F,Default Response Set,Anonymous,,,70.193.169.106,0,7/4/2015 2:06,7/4/2015 2:26,1,1,1,A10V8SM5GE55C5,21,1,1,1,,,1,,3,2,5,3,3,4,7,1,3,,4,1,1,5,4,6,4,3,8,3,6,1,7,7,7,2,3,3,3,3,3,2,3,3,2,3,3,1,2,2,1,1,5,1,2,3,4,1,4,7,7,5,5,1,1,,,1,"Dr.Menendez publicly calimed to have found a cure for melanoma using mutated cold virus to stimulate an auto immune response in the effected skin. Dr.Menendez admiitted to having lied about the data, and even said that he had hoped to make his father proud. His father died of Melanoma.","Inspired son ""Makes Up"" cancer cure",7,7,front,1,4,1,4,7,3,2,5,4,4,4,4,4,5,5,6,6,1,7,7,7,1,1,1,target does something bad,12|5|15|6|9|7|16|2|3|8|13|1|11|10|4|14,33.87669373,-84.33409882,-1
R_1Eb4EK5ppkwDC1z,Default Response Set,Anonymous,,,70.197.132.207,0,7/4/2015 2:16,7/4/2015 2:36,1,1,1,A3I7M5D26EEYXG,48,2,1,,1,,,,5,3,6,2,4,4,5,3,3,,7,7,7,5,7,7,7,6,8,6,7,1,3,8,3,2,3,3,3,2,3,2,1,1,2,3,3,1,5,5,3,5,7,6,5,5,4,5,4,5,4,5,4,1,1,,,1,Dr. Alex Mendez of the George Washington University's medical school admitted to falsifying medical study data. Dr. Mendez had published an article in 2013 that gave false hope to oncologists and melanoma patients. The medical community has voiced their disgust over Dr. Mendez' fabricated results.,"GW melanoma study gave false hope to patients, oncologists: study doctor admits fabrication",7,7,"Page One or Two, Section A",1,2,1,7,7,3,3,4,3,3,3,1,1,3,5,5,5,1,7,7,7,1,1,1,target does something bad,10|8|7|12|16|2|3|13|4|11|14|1|5|9|15|6,33.66949463,-117.8231049,-1
R_2QfcL7o9TNG3AIo,Default Response Set,Anonymous,,,54.171.75.163,0,7/4/2015 2:14,7/4/2015 2:42,1,1,1,A25TR376IP5WRU,46,2,2,,1,,,,2,3,8,8,8,3,2,2,2,,6,7,6,5,6,7,1,3,6,6,7,1,8,1,8,2,3,3,2,2,2,2,2,2,3,2,2,6,5,5,6,5,2,6,7,4,6,5,5,7,6,5,6,1,1,,1,,Dr. Alex Mendez discovered a solution for cure of melanoma a type of skin cancer. The estimation of The American Cancer Society for that cancer is nearly 74000 that cancer kills nearly 10000 people / year.  Dr. Alex Mendez and his team discovered that injecting a mutated cold virus directly into the affected  skin area that is eliminated melanoma in 78% of patients in their trial. Dr.Alex Mendez and group are admired ,A25TR376IP5WRU,6,6,2,1,4,7,6,7,3,7,4,2,2,3,2,2,2,2,2,2,1,7,7,7,1,1,1,target does something good,9|3|6|11|8|13|12|15|16|14|7|10|2|5|4|1,53.33309937,-6.248901367,-1
R_2Ez1ssBelhx1R64,Default Response Set,Anonymous,,,98.224.122.81,0,7/4/2015 2:48,7/4/2015 3:01,1,1,1,A2LZYRY6C411CR,24,2,1,1,,,,,4,3,6,5,5,1,2,1,1,,7,6,5,5,6,7,2,7,8,3,7,1,8,2,6,2,3,3,1,2,3,3,1,3,2,1,3,1,1,1,2,7,6,6,6,1,2,1,1,7,6,7,7,1,1,,1,,Dr. Mendez and his group of researchers may have found the cure for melanoma. Dr. Mendez found that injecting an inactive cold virus into a melanoma could stop the cancer. Over 70% of their test subjects did not have melanoma after the experimental treatment.,Melanoma no more: new breakthrough treatment could save lives,6,6,2,1,2,7,7,7,3,7,2,2,4,2,4,4,1,4,2,3,1,7,7,7,1,1,1,target does something good,1|9|6|3|4|16|14|5|15|7|10|8|11|13|2|12,36.90359497,-121.0214996,-1
R_22Q6eECGzLyCo3L,Default Response Set,Anonymous,,,205.164.4.188,0,7/4/2015 2:51,7/4/2015 3:04,1,1,1,A3LW5OSF9U097Z,29,1,1,,1,,,,2,3,8,3,3,4,3,3,6,,6,5,6,5,6,7,6,2,7,6,7,4,7,2,7,2,1,3,2,2,1,3,2,3,3,3,3,5,5,6,5,6,6,5,2,6,5,6,3,6,4,2,4,1,1,,,,,A3LW5OSF9U097Z,7,6,journalism,1,4,5,6,5,3,6,2,5,5,5,5,5,5,5,5,5,1,6,7,7,1,1,1,target does something neutral,12|8|13|14|1|3|5|9|4|10|16|15|6|11|7|2,37.37210083,-121.8643036,-1
R_ZJFhXRXxwfQQsmZ,Default Response Set,Anonymous,,,128.90.95.232,0,7/4/2015 3:09,7/4/2015 3:18,1,1,1,AECTXEOOHHXSV,224,1,1,1,,,,,3,1,2,3,4,3,3,3,1,,4,3,3,4,5,3,4,6,7,8,4,7,3,4,6,2,1,2,3,2,1,2,3,2,1,2,3,5,5,7,3,4,6,6,6,4,4,4,6,5,4,6,4,1,2,,,1,"This is clinical. The American College of Rheumatology has produced classification criteria for fibromyalgia. However, these criteria are not meant to be used for diagnosis. Features include: / Widespread pain involving both sides of the body, above and below the waist as well as the axial skeletal system, for at least three months; AND / The presence of 11 tender points among the nine pairs of specified sites (18 points) as shown in the diagram. / Digital palpation using the thumb should be carried out to assess tenderness at these sites. The pressure applied should be just enough to blanch the examiner's thumbnail (approximately 4 kg/cm2). In someone without fibromyalgia, this would not be enough pressure to cause pain. / Routine blood testing can help to exclude other differential diagnoses: eg, ESR, TFTs, antinuclear antibodies. However, be careful not to over-investigate.",good,5,3,yes,1,1,3,4,5,,6,4,5,,4,6,4,4,6,4,6,1,3,4,4,1,1,1,target does something bad,1|11|5|4|9|13|12|7|10|2|6|8|14|3|15|16,47.61030579,-122.3340988,-1
R_Qn5HRFECteGtxDj,Default Response Set,Anonymous,,,75.164.205.21,0,7/4/2015 3:41,7/4/2015 3:57,1,1,1,A2UX9SUBTBI1X6,41,2,1,,1,,,,3,1,6,4,5,1,2,1,3,,5,4,3,5,3,2,2,6,6,7,7,2,2,6,3,2,3,3,3,1,3,1,1,3,2,1,3,2,1,5,2,6,7,7,4,2,5,2,3,6,6,6,5,1,1,,,1,"Doctor wrote a paper publicizing his discovery of a cure for melanoma. Other doctors could not replicate his findings, and he has confirmed reports that it was completely false. ",Researcher confesses: cancer cure was never real,6,6,1,1,2,2,3,7,3,3,2,2,2,1,4,4,2,2,3,3,1,6,5,7,1,1,1,target does something bad,5|1|11|12|14|15|16|7|9|10|4|8|3|13|2|6,45.53770447,-122.6006012,-1
R_2D8Hv778r6JXu2J,Default Response Set,Anonymous,,,54.185.18.39,0,7/4/2015 3:47,7/4/2015 4:13,1,1,1,A3Q9QKD2BV4USF,51,2,1,,,,,1,3,1,9,9,4,5,5,5,3,,7,6,3,5,6,2,1,6,3,8,8,1,8,2,7,2,2,3,3,2,2,2,1,3,3,1,3,2,5,2,2,6,6,6,6,3,2,2,5,6,6,6,5,1,1,,,,"Dr. Mendez is doing a study that will determine if the common cold virus  can cure melanoma, or skin cancer. Other specialists doubt if the experiment will yield any promising results. Dr. Mendez' father died from melanoma and the doctor wants to find a cure so other families don't have to suffer this kind of loss. ",Using the Common Cold to Cure Cancer,5,4,3,1,3,4,3,6,3,6,2,3,3,3,3,3,3,4,4,4,1,7,7,7,1,1,1,target does something neutral,15|5|4|7|3|14|16|12|2|9|11|13|10|1|6|8,45.83990479,-119.7005997,-1
R_297ePMK9uPnJwOE,Default Response Set,Anonymous,,,173.18.206.10,0,7/4/2015 4:20,7/4/2015 4:42,1,1,1,A3LUWALKHGWNO9,85,2,2,,,,,1,2,3,9,6,6,3,4,4,2,,6,6,6,5,6,7,6,6,7,6,7,3,7,3,6,2,2,2,3,2,2,1,2,2,2,2,2,5,4,5,6,5,6,5,5,3,6,5,5,5,6,6,4,1,1,,1,,"Based on Dr. Alex Mendez's research, he found injecting a cold virus can ba a cure for melanoma.This is meaningful for him that his father died from melanoma.","Dr. Mendez's Found A Cure for Melanoma, an Revange for His Father ",6,5,the page 5,1,4,6,6,6,3,6,5,6,6,6,6,6,6,6,6,6,1,7,7,7,1,1,1,target does something good,8|14|2|3|5|16|4|7|9|1|12|13|6|10|15|11,41.58329773,-93.49729919,-1
R_2XcHh2tHqS3IMQc,Default Response Set,Anonymous,,,173.193.202.78,0,7/4/2015 4:26,7/4/2015 4:43,1,1,1,A1EMMXUZTPTVIK,31,2,1,1,,,,,2,2,8,5,6,5,5,5,3,,6,5,5,5,6,6,6,6,6,3,7,4,7,1,7,2,3,3,2,3,3,2,2,3,3,1,3,2,3,2,1,6,7,7,6,1,2,1,2,7,7,7,7,1,1,,,1,Dr Alex Mendez has been under attack for publishing false data with regards to a cure for the skin cancer Melanoma! It has been found that his cure does not actually work and never has!,The hope for a cure covered in lies!,6,5,2,1,2,6,6,7,3,6,4,4,4,5,4,4,3,4,4,4,1,7,7,7,1,1,1,target does something bad,2|11|15|7|8|9|3|16|6|4|14|10|13|5|12|1,38.89430237,-77.43109894,-1
R_1HnnQevPPM1iQEr,Default Response Set,Anonymous,,,98.252.71.175,0,7/4/2015 4:42,7/4/2015 5:00,1,1,1,A20RQ6DNNX42XU,51,2,1,,1,,,,3,2,6,5,3,1,2,2,3,,5,3,3,5,4,6,2,2,7,6,8,2,6,3,8,2,3,3,2,2,2,3,2,2,3,2,2,3,3,4,2,6,3,2,6,2,3,3,4,5,6,5,4,1,1,,,,Dr. Mendez is trying to find a cure for melanoma and is hopeful that they will be successful and be able to save some of the lives that are currently lost to melanoma. /  / ,Can We Cure Melanoma?,4,5,2,1,2,6,6,6,3,6,5,4,4,3,4,4,3,4,3,4,1,7,7,7,1,1,1,target does something neutral,15|10|5|4|12|2|8|9|13|11|1|16|7|3|14|6,39.90100098,-121.8305969,-1
R_3qE6tDv6RJNr1Ox,Default Response Set,Anonymous,,,96.255.41.31,0,7/4/2015 5:07,7/4/2015 5:29,1,1,1,A3CXZCKT34LV8,27,1,1,,1,,,,3,3,6,4,9,2,3,2,7,White/Asian,5,3,5,5,6,2,4,6,6,7,6,4,3,7,3,2,2,3,2,2,3,1,1,3,1,1,3,2,1,2,2,5,7,7,6,2,1,3,3,6,5,7,6,1,1,,,1,"A researcher named Dr. Mendez falsified data that claimed to cure skin cancer, but when other researchers tried to replicate his results they had no effect. Other doctors don't know why Dr. Mendez would do such a thing. Dr. Mendez isn't coming forth with any details either.",Researcher Who Claimed to Cure Skin Cancer Found to Falsify Results,5,6,"Since it's the Post and it's a local story, probably on the front page but not the main headline, or at least somewhere in the A section",1,2,2,5,6,3,5,3,5,6,4,6,6,5,6,6,5,1,6,6,7,1,1,1,target does something bad,11|5|6|13|8|1|3|7|2|15|12|4|9|16|14|10,38.74620056,-77.49030304,-1
R_2sNJ1M889V5q0jr,Default Response Set,Anonymous,,,119.154.187.208,0,7/4/2015 5:00,7/4/2015 5:30,1,1,1,A2LS0IJ90DA0UY,28,2,1,,,,,1,3,4,6,2,6,3,3,3,2,,7,7,7,5,6,7,6,8,7,3,7,1,7,1,6,3,3,3,2,3,2,2,3,3,2,2,3,2,2,2,2,6,6,5,2,2,2,2,2,6,6,6,6,1,1,,1,,"Dr. Mendez has discovered a cure to melanoma, a type of skin cancer. It is a big achievement because it kills thousands of people every year. He can relate to the achievement because his father died of the same disease when Dr. Mendez was a child.",Can it be the end of Melanoma?,7,7,First,1,3,6,7,7,3,7,4,2,4,2,3,2,4,2,3,3,1,7,7,7,1,1,1,target does something good,16|4|3|10|11|13|1|6|7|5|15|9|8|12|2|14,31.54969788,74.34359741,-1
R_1KuLKLHx2M6fvSl,Default Response Set,Anonymous,,,99.125.116.225,0,7/4/2015 5:28,7/4/2015 5:45,1,1,1,A2FUD7G6ZJDDQ2,34,1,1,1,,,,,4,3,4,5,5,4,1,1,3,,7,4,1,5,7,6,1,6,8,6,8,1,8,6,6,3,3,3,3,2,2,3,1,1,3,3,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,A doctor is experimenting with melanoma patients by injecting cold virus into their lesions.,DOCTOR EXPERIMENTS WITH MELANOMA USING COLD VIRUS HOPING FOR POSITIVE RESULTS,4,4,1,1,3,4,5,6,3,7,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something neutral,12|6|10|1|11|13|5|16|4|15|9|3|14|2|8|7,35.86689758,-87.30809784,-1
R_22Lkzt0Lb1Rchdj,Default Response Set,Anonymous,,,96.59.175.249,0,7/4/2015 6:28,7/4/2015 6:51,1,1,1,A28FKCUK5LYGSW,29,1,1,,,,,1,2,2,5,6,4,3,3,3,3,,5,4,2,5,3,1,6,3,6,8,6,7,7,3,6,3,2,1,1,1,1,3,1,2,3,2,2,1,1,1,2,7,7,7,1,1,1,1,4,7,7,7,7,1,1,,1,,"Dr. Mendez discovered a cure for melanoma, skin cancer. The cure is done by injecting a cold virus directly into the cancerous lesions, and teaches the body to heal itself. Dr. Mendez headed a clinical trial with 825 patients with 78% success.",Cure For Cancer?,6,7,Front page,1,4,6,6,7,3,7,2,5,5,5,3,3,3,4,4,4,1,7,7,7,1,1,1,target does something good,4|13|2|12|3|8|11|1|15|16|7|5|10|9|14|6,28.04069519,-81.90429688,-1
R_3KASHVWPhYG65T3,Default Response Set,Anonymous,,,72.79.9.172,0,7/4/2015 7:23,7/4/2015 7:42,1,1,1,AD88B3HEDVS19,49,2,2,,,1,,,3,2,5,4,5,2,2,2,3,,4,5,5,5,5,6,6,3,4,2,6,4,4,3,4,2,3,3,2,3,3,3,1,2,3,2,2,1,1,1,1,7,6,7,5,2,6,4,2,7,5,6,5,1,1,,,1,"Dr. Mendez folsified his study on melanoma cure. He published his findings in a medical journal but when his peers tried his proposed methods of injecting a varus into melanoma affected skin, their patients did not show any improvements. Under pressure, Dr. Mendez admitted he made up his data.",Melanoma cure bites the dust,4,5,4,1,3,2,5,7,3,5,4,6,5,4,4,4,4,4,4,5,1,7,7,7,1,1,1,target does something bad,11|14|15|6|13|7|5|10|12|1|2|3|16|4|9|8,40.94839478,-74.61710358,-1
R_31NvxSEwcKsrfjA,Default Response Set,Anonymous,,,161.253.2.244,0,7/4/2015 7:53,7/4/2015 8:01,1,1,1,AHXDN2WOV85X6,19,1,1,,,1,,,8,5,5,9,9,1,1,1,3,,5,6,5,5,5,2,8,7,8,6,2,3,8,1,1,1,2,3,2,1,3,1,2,1,3,3,2,2,3,2,1,7,7,6,6,1,1,2,2,7,7,7,6,1,1,,,1,"A researcher (Mendez) made up data that claimed he had found a cure for melanoma. In fact, his solution was completely ineffective.",DC research doctor's cure for melanoma is a fraud,6,6,3,1,3,2,5,6,3,6,3,4,4,4,4,4,4,4,4,4,1,6,6,6,1,1,1,target does something bad,14|15|2|5|1|13|11|6|9|10|8|4|3|12|16|7,38.93760681,-77.09279633,-1
R_1Fht38iVaJYG79g,Default Response Set,Anonymous,,,69.140.138.32,0,7/4/2015 8:06,7/4/2015 8:18,1,1,1,A206AKOHNGOW6V,33,2,1,1,,,,,4,3,9,4,6,2,2,2,7,b/w,3,3,3,5,3,2,7,6,4,6,3,7,7,1,3,3,3,2,1,2,2,2,1,3,2,1,3,2,4,5,4,4,5,5,4,2,2,3,3,5,5,6,4,1,1,,,,"A doctor who is motivated by his own father's death, is completing research on a cure for skin cancer.  His research has both positive and negative reactions from the scientific community.  ","Doctor makes it a personal mission to find cancer cure, despite criticism from peers",4,5,Middle section,1,3,4,3,7,3,4,4,4,2,2,4,3,5,4,4,4,1,6,6,6,1,1,1,target does something neutral,10|7|2|6|14|13|8|3|16|15|1|11|9|4|5|12,39.13580322,-76.87200165,-1
R_PuCYQyk13pbX3y1,Default Response Set,Anonymous,,,74.79.195.83,0,7/4/2015 8:24,7/4/2015 8:46,1,1,1,A28IM2I1FGCT3D,55,2,1,1,,,,,3,2,8,3,4,3,3,3,3,,4,2,2,5,2,8,1,2,8,2,7,2,7,1,8,3,2,1,1,3,1,2,1,3,2,2,3,1,3,4,1,7,5,7,7,2,2,1,2,7,7,6,5,1,1,,1,,"Dr. Mendez has developed a possible cure for melanoma which involved injecting a cold virus into the melanoma sight. Dr, Mendez's father died from skin cancer at an early age.",Skin Cancer Succumbs to the Common Cold,6,7,First page of the Health section,1,3,7,7,7,3,7,4,4,3,2,2,3,3,4,3,4,1,7,7,7,1,1,1,target does something good,3|4|16|13|15|6|10|8|9|14|5|1|7|12|11|2,43.07620239,-75.00610352,-1
R_1Kxu5EUBoa7K1iL,Default Response Set,Anonymous,,,45.56.150.50,0,7/4/2015 8:41,7/4/2015 8:56,1,1,1,A32VOFDB6YBOD7,32,2,1,1,,,,,5,3,9,8,8,4,4,4,2,,5,5,6,5,6,7,4,3,7,6,7,4,7,3,6,2,3,3,3,3,2,2,3,1,3,2,2,2,4,6,4,2,4,3,4,4,5,5,5,7,4,3,6,1,1,,,,The article is about a professor trying very hard save thousands of people's lives and stop then dying form skin cancer. His father passed away when he was yound and it inspired him to work hard with his researches and tests. He thinks one day he will find the solution. ,Can thousands of lives be saved?,4,4,science,1,3,5,6,6,3,6,4,6,4,5,4,4,4,4,4,4,1,6,6,6,1,1,1,target does something neutral,7|2|1|13|11|4|15|16|3|6|14|9|10|8|12|5,38.72590637,-75.1678009,-1
R_1is36xqMRRTZK8E,Default Response Set,Anonymous,,,107.15.64.89,0,7/4/2015 8:52,7/4/2015 9:03,1,1,1,ATT5IYI7JFHQD,56,2,1,,1,,,,7,4,6,5,6,6,6,6,3,,7,7,1,5,6,2,2,4,7,7,4,6,8,2,7,2,3,3,1,3,1,1,1,2,1,2,2,5,6,6,5,5,6,5,3,4,6,2,5,7,3,7,2,1,1,,1,,A physician has uncovered a way to eradicate melanoma using the cold virus to treat.  The physician lost his fater to melanoma.,Father's loss leads to melanoma breakthrough,3,4,Health,1,4,6,6,6,3,6,2,4,4,2,4,4,3,4,4,4,1,7,7,7,1,1,1,target does something good,9|11|1|7|5|4|16|14|8|10|3|15|6|2|13|12,35.80589294,-78.79969788,-1
R_3wy5ACnZfiKYxs9,Default Response Set,Anonymous,,,64.121.176.242,0,7/4/2015 8:55,7/4/2015 9:16,1,1,1,A1AVJ42FBQ6JP2,21,2,1,1,,,,,4,3,5,4,5,5,5,5,3,,7,4,3,5,4,7,6,7,7,3,6,2,6,1,4,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,4,7,4,2,2,2,1,2,4,4,4,4,1,1,,,1,Dr. Alex Mendez claims he has found a cure for melanoma in 2013. After he is found out to be a fraud many people are astound and shocked. Over all Dr. Mendez did not find a cure for melanoma.,Dr. Lies To Become Hero For Melanoma Patients World Wide,4,7,3,1,2,1,1,3,3,3,4,4,4,4,4,4,3,4,4,4,1,7,7,7,1,1,1,target does something bad,1|12|4|9|15|2|16|5|8|3|13|11|7|6|14|10,40.6302948,-75.39409637,-1
R_2ZOloaS3gjHYDvb,Default Response Set,Anonymous,,,68.115.72.45,0,7/4/2015 8:54,7/4/2015 9:23,1,1,1,A2L62G4HUILOVC,25,2,1,1,,,,,4,2,5,5,6,2,1,2,3,,6,4,4,5,6,2,2,1,6,7,7,2,8,1,8,2,3,3,2,1,1,1,1,2,2,2,3,2,2,2,2,5,6,6,6,2,2,2,2,6,6,6,6,1,1,,,,A researcher whose father passed away from melanoma is making advances in research for the cure if melanoma. It is unclear as of yet whether his researches will make a difference in the treatment of melanoma.,Dr. Mendez Striving for Melano-more Skin Cancer,5,5,4,1,3,5,6,6,3,6,4,4,4,4,4,4,3,4,3,4,1,7,7,7,1,1,1,target does something neutral,13|11|5|9|14|8|2|16|12|6|15|10|1|3|4|7,43.1855011,-89.47350311,-1
R_3dSpBTfEmopVajV,Default Response Set,Anonymous,,,67.61.155.39,0,7/4/2015 9:29,7/4/2015 9:47,1,1,1,A1P09G1KQO251Y,28,1,1,1,,,,,3,2,5,9,6,4,2,2,3,,5,5,3,5,5,6,2,1,6,7,7,8,8,1,8,2,3,3,3,3,2,2,3,2,2,1,3,1,1,4,1,7,6,7,7,1,1,1,1,7,7,7,7,1,1,,1,,Dr. Mendez found a new way to treat melenoma which involved injecting the cold virus into melenoma sores.,New skin cancer treatment discovered,7,7,2,1,2,7,6,7,3,7,3,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something good,12|3|11|1|13|8|14|16|7|5|15|2|4|10|9|6,34.49259949,-97.85230255,-1
R_3ZVrO6udxWAZ7Cp,Default Response Set,Anonymous,,,73.179.204.155,0,7/4/2015 9:20,7/4/2015 9:52,1,1,1,AX8Ll1JCKDBMF,51,2,1,,1,,,,4,3,8,9,4,7,7,7,4,,7,7,7,5,5,3,4,6,7,7,8,2,8,6,7,3,3,3,3,1,3,2,2,3,3,1,2,1,5,6,1,7,6,1,7,2,1,2,1,7,7,7,7,1,1,,,1,"Dr. Mendez was accused of falsifying evidence that supposedly cured skin cancer. He had reported findings that were incorrect by claiming that injecting the ""common cold virus"", into skin melanomas would cure skin cancer. ",Doctor's Bogus Claims of Curing Skin Cancer with Cold Virus Defrauds Millions!,7,7,Front page,1,3,1,7,7,3,4,6,1,1,1,4,4,1,4,1,1,1,7,7,7,1,1,1,target does something bad,3|13|15|16|12|1|8|9|2|10|11|14|5|4|7|6,25.49029541,-80.41870117,-1
R_QbHZMwlH2RSTqMN,Default Response Set,Anonymous,,,90.62.94.17,0,7/4/2015 9:48,7/4/2015 9:59,1,1,1,A3FCCMXFY0A28Z,25,1,1,1,,,,,3,3,6,6,6,2,2,2,3,,4,2,2,5,4,7,1,1,8,1,7,3,1,1,8,3,2,3,2,3,2,2,2,2,2,2,3,1,1,3,1,6,7,6,7,1,6,1,1,7,7,7,6,1,1,,,,"the doctor Mendelez is a leading scientist trying to find a cure to a type of skin cancer : myeloma. With his type and after the death of his father from the same cancer, he has been experiementing through variopus technics in order to find a cure. his researches are contested with opponent and supporter among the medical community",A life conscrated to cure cancer,7,7,5-Apr,1,3,7,7,7,3,7,4,4,4,4,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something neutral,5|1|4|11|13|7|10|8|2|6|9|12|3|15|14|16,48.8585968,1.82510376,-1
R_3RsxQgs9MUkN41f,Default Response Set,Anonymous,,,65.78.84.244,0,7/4/2015 9:54,7/4/2015 10:09,1,1,1,A1QS5Y3R7ROH25,43,2,1,,,,,1,5,3,8,4,5,2,2,2,4,,7,7,7,5,7,6,1,2,7,2,6,1,6,1,6,2,3,3,2,2,3,1,1,3,2,1,3,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,2,At a newspaper for 7 years,,1,A do it falsified his medical research to say he found a cure for skin cancer.,Doctor Lies About Cancer Outcomes,4,7,Front page of science ,1,3,1,4,6,3,5,3,3,4,2,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something bad,16|11|10|6|2|3|7|9|5|4|1|12|15|8|13|14,40.64149475,-75.2276001,-1
R_vpnmuiO53I4YeJ3,Default Response Set,Anonymous,,,73.137.196.9,0,7/4/2015 9:59,7/4/2015 10:19,1,1,1,A291RU2RRR9NIT,53,2,1,1,,,,,5,4,6,4,9,6,6,5,3,,6,6,5,5,4,6,2,6,6,7,8,3,8,1,6,2,3,3,1,1,2,1,1,3,3,1,3,1,2,1,1,2,6,7,,6,3,5,6,4,5,2,5,1,1,,1,,"A doctor, whose own father died from the effects of melanoma, has discovered that injecting antibodies from the common cold into skin cancer lesions may actually prompt the lesions to heal. ",Common Cold May Cure Skin Cancer,5,5,Living ,1,2,5,6,6,3,7,1,4,4,3,4,4,4,4,4,4,1,7,7,7,1,1,1,target does something good,7|9|6|3|11|15|13|16|14|4|12|5|2|8|1|10,33.48109436,-84.47979736,-1
R_2Vyw3oNNwSQ3HmW,Default Response Set,Anonymous,,,71.23.93.27,0,7/4/2015 10:12,7/4/2015 10:23,1,1,1, A397LLRJKRL3CU,31,1,1,1,,,,,2,3,9,4,4,4,4,4,7,Black/Hispanic,4,4,4,5,4,4,4,4,6,6,6,4,6,1,6,2,3,3,2,1,1,3,2,2,2,2,2,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,1,1,,,,"The article was about Doctor Mendez trying to find a cure for melanoma cancer, the treatments he is currently attempting to eradicate this form of cancer, and the people who feel like his approach will yield undesirable results.",The cure for cancer.,4,5,page 10,1,2,4,4,4,3,7,4,2,2,2,2,4,4,4,2,2,1,6,6,6,1,1,1,target does something neutral,1|14|6|4|10|13|9|15|8|2|7|11|3|5|12|16,35.23440552,-80.90910339,-1
R_3KJTW6qPgib38LX,Default Response Set,Anonymous,,,66.254.193.78,0,7/4/2015 10:13,7/4/2015 10:30,1,1,1,A1NFIO3X0UBVUP,26,1,1,,,1,,,3,4,8,5,6,4,4,1,3,,4,4,4,5,4,7,8,7,8,1,7,1,3,4,3,3,3,3,1,3,3,1,1,3,1,1,3,1,5,6,5,6,7,7,6,3,3,3,3,7,5,7,5,1,1,,1,,"Dr. Mendez, of the George Washington University medical research team, has recently discovered a cure for the debilitation skin cancer melanoma. By injecting a strain of mutated cells, Mendez believes it will overcome the effects of melanoma and, ultimately, save thousands of lives a year. As nearly 10,000 melanoma victims die each year from their complications with cancer, this medical breakthrough may be one to provide hope for years to come.  ","""Medical breakthrough to provide hope for thousands of melanoma victims"" ",6,6,Front Page,1,3,6,6,7,3,7,7,4,4,5,4,4,4,5,5,5,1,7,7,7,1,1,1,target does something good,16|4|6|13|10|12|11|5|9|2|3|8|14|15|1|7,42.1210022,-89.1882019,-1
R_2rSJEKOJNzk00Wz,Default Response Set,Anonymous,,,73.208.108.189,0,7/4/2015 10:17,7/4/2015 10:35,1,1,1,A2BS4GB2FUQ9WD,35,2,1,1,,,,,4,3,9,6,6,5,5,4,3,,7,5,4,5,5,3,1,4,7,6,8,7,8,1,8,2,3,3,1,1,3,1,1,3,2,2,3,1,3,1,1,4,6,4,6,3,6,2,2,6,4,6,6,1,1,,,1,"Dr. Mendez falsely claimed that he had found the cure for melanoma.  He asserted that by injecting the cold virus into skin lesions, melanoma could be cured.  His findings were published in a medical journal, but were found to be false as other doctors started using his method with no success. ",Dr. falsifies evidence to claim cure for melanoma,5,5,4,1,3,1,4,5,3,4,5,4,4,3,3,4,6,4,3,3,1,7,7,7,1,1,1,target does something bad,12|16|1|4|3|8|11|14|5|7|2|9|10|6|15|13,41.76530457,-88.3769989,-1
