V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q45,Q59_1,Q59_2,Q59_3,Q59_4,summary,headline,writing,include1,include2,include3,include4,include5,include6,pagenum,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_53,DO-BR-FL_125,DO-BR-FL_115,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1jKcHuSDONHHTQj,Default Response Set,Anonymous,,,74.177.187.49,0,5/22/2016 14:21,5/22/2016 14:41,1,1,1,A3HVFSD8K94SOR,49,2,1,,1,,,,5,3,9,3,5,3,1,,6,4,5,3,1,4,6,8,7,4,7,1,7,1,2,2,2,6,7,6,7,1,1,1,1,6,6,6,7,1,2,3,3,1,3,1,1,2,2,2,3,1,1,,1,73.208,139.607,140.897,4,,,,,,"The article was about a young man that overcame some obstacles to become one of the youngest artists to his work featured at the hive gallery.  He lost his mom at a very young age, and basis his art around urban poverty.",Turning urban poverty into prestigious art,6,6,6,5,6,5,5,3,1,5,5,2,6,6,6,3,6,2,2,2,2,2,2,3,2,6,6,6,1,1,1,FL_109,,,high status,hypoformative|hypocat,13|3|5|7|1|16|9|14|8|2|4|10|12|15|11|6,35.98989868,-79.6984024,-1
R_5hjRFXa3RYYAzg5,Default Response Set,Anonymous,,,68.43.172.179,0,5/22/2016 14:20,5/22/2016 14:46,1,1,1,A10MH2GE01BXXE,20,1,1,1,,,1,,3,3,5,5,5,4,3,,3,3,5,4,2,2,8,2,7,3,7,2,7,5,3,3,7,2,5,5,4,3,3,6,5,7,5,6,2,2,3,2,3,2,1,3,2,2,2,2,3,1,1,,1,8.73,9.716,71.036,2,,,,,,"Jordan Sullivan is a 27 year old artist whose work is going to be featured at the HIve Gallery in downtown L.A.  Growing up in poverty and urban life, Jordan is grateful that to have his work featured so early in his career.","From poverty and city-life, a young artist achieves a dream.",4,3,5,3,5,6,6,3,1,4,5,1,6,6,5,3,5,4,4,4,4,4,3,5,2,6,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,3|15|7|11|14|4|1|10|8|6|16|13|9|2|12|5,42.4230957,-86.21869659,-1
R_YSqssECS7r4oiBP,Default Response Set,Anonymous,,,73.69.167.89,0,5/22/2016 14:19,5/22/2016 14:50,1,1,1,A14HW0XMI4R2ON,47,2,1,1,,,,,5,2,6,1,1,1,7,white/black,4,4,5,7,2,2,7,3,8,1,8,1,7,1,1,1,1,7,7,7,1,1,1,1,4,7,7,7,7,3,1,3,2,2,3,3,1,2,2,2,3,1,1,,1,0,0,86.131,0,,,,,,The article was about a young artist named Sullivan who creates gritty work of art. His subject reflects his life growing up in Los Angelos. He is the youngest artist to exhibit at the Hive gallery.,Sullivan creates  Buzz  at the Hive gallery.,6,6,6,6,6,5,6,1,1,5,6,1,5,7,6,3,7,3,3,3,4,4,4,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,10|1|13|4|11|6|8|5|16|14|9|15|2|3|12|7,43.64450073,-72.90049744,-1
R_3pmy9M58Z5cYT4F,Default Response Set,Anonymous,,,69.136.112.69,0,5/22/2016 15:24,5/22/2016 15:30,1,1,1,A3696JXTRKL2FI,25,1,1,1,,,,,7,4,6,4,7,2,3,,7,6,5,1,8,4,4,7,6,4,8,1,7,5,7,7,7,2,2,5,1,7,1,7,7,3,1,4,1,2,2,3,1,3,2,2,2,3,2,2,3,1,1,,,,,,,1,0,0,74.158,0,There was an artist from a rough background that chose to forge works of art to try to sell to make money instead of finding his own voice. ,Art Crime: More Serious Than You'd Think,6,6,4,4,4,2,4,5,1,2,4,6,1,4,4,3,2,2,2,2,4,3,3,3,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,7|13|10|9|14|3|4|12|11|15|8|1|2|16|6|5,32.3117981,-110.9259033,-1
R_3QRXbcHBJTWs0wc,Default Response Set,Anonymous,,,173.63.190.241,0,5/22/2016 15:24,5/22/2016 15:33,1,1,1,A2K22KOFTBQIMC,24,2,1,,1,1,,,1,3,8,1,1,1,3,,2,4,5,3,2,7,8,6,7,2,7,3,4,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,1,2,3,2,1,3,2,2,3,1,1,,1,0,0,55.732,0,,,,,,"The article was about an art exhibit in L.A. of the work of Jordan Sullivan, an artist known for his gritty mixed-media depictions of urban life and poverty. The article described his personal history, including his reconnection with his estranged father, and his move to Portland, Oregon. He was considered to be one of the most talented artists to come through his program.",Dark and Light of Urban Life highlighted in upcoming Sullivan Exhibit,4,5,3,4,2,2,4,3,1,5,5,3,4,6,6,3,6,5,5,5,3,4,3,2,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,15|8|3|13|11|6|7|5|16|2|1|9|14|4|10|12,40.96580505,-73.95850372,-1
R_1LFPE6JBPkFXz0d,Default Response Set,Anonymous,,,142.196.108.38,0,5/22/2016 15:24,5/22/2016 15:35,1,1,1,AAVLIJQON6PR0,47,2,1,1,,,,,2,1,6,1,1,1,1,,3,3,5,6,7,8,8,7,7,1,8,6,1,1,1,1,1,7,1,7,6,2,4,1,1,5,6,6,5,3,1,3,1,1,3,1,1,3,2,1,3,1,1,,,,,,,1,0,0,80.502,0,Jordan Sullivan was a talented man who stole 60 pieces of artwork.  He was 27 at the time of his capture.  His mother died when he was in first grade and he went to live with his father in Portland.  Jordan would have had a promising future if he had not chosen to try and take a short cut to get money.,Promise Lost - Talented Artist Choses A Life of Crime,5,4,3,1,1,1,2,Arts Section - First Page,1,5,4,6,4,4,6,3,3,2,2,2,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,9|6|11|16|5|7|14|2|8|10|12|1|4|3|13|15,28.30690002,-81.42459869,-1
R_1g2vPvYb9Jyoa6D,Default Response Set,Anonymous,,,69.54.0.101,0,5/22/2016 15:24,5/22/2016 15:37,1,1,1,A1DVNAQ217BZJF,57,2,1,1,,,,,3,2,9,1,1,1,3,,1,1,5,8,1,4,7,1,8,1,7,2,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,3,2,3,1,1,2,3,2,3,1,1,,1,0,0,127.96,0,,,,,,"Jordan Sullivan's work will be displayed at the Hive Gallery in Los Angeles. One of the youngest artists in the area, Sullivan captures life in California ghettos through several mediums. He has earned both a Bachelor and Master degree of Fine Arts.  ",The Hive showcases life in the projects. ,4,5,6,5,3,5,6,first page of Arts ,1,5,6,2,6,7,7,,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,5|1|12|7|6|4|3|14|11|2|16|9|13|10|8|15,44.13240051,-73.03620148,-1
R_1HiTEXT9vdYW6am,Default Response Set,Anonymous,,,71.108.138.51,0,5/22/2016 15:31,5/22/2016 15:43,1,1,1,A57D4ZAK8NKWS,36,1,1,1,,,,,4,2,6,4,4,4,2,,5,6,5,6,3,2,6,4,6,6,7,3,6,3,5,4,4,4,5,3,5,3,4,3,3,4,5,4,3,2,3,2,2,3,2,2,2,3,2,2,2,1,1,,1,0,0,58.95,0,,,,,,"A new up and coming artist Jordan Sullivan is having his fresh, unique, and critically acclaimed artwork presented at the Hive Gallery.",Art of Jordan,7,7,7,6,4,6,6,2,1,5,6,1,5,6,6,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,3|7|1|16|13|4|12|5|15|2|14|10|9|11|8|6,33.78239441,-118.1444016,-1
R_3JIyV6p5o2aglUV,Default Response Set,Anonymous,,,71.89.53.156,0,5/22/2016 15:31,5/22/2016 15:45,1,1,1,A1CZ2GB5LZ905H,60,2,1,,1,,,,4,3,5,7,7,7,3,,7,4,5,7,1,2,7,3,8,2,8,2,8,3,1,4,1,7,7,7,7,4,7,4,5,5,4,4,4,2,3,3,3,1,3,2,1,3,2,2,2,1,1,,1,0,0,164.34,0,,,,,,"Jordan Sullivan, growing up in government housing  in Los Angeles with his mother until she passed away went to live with his father in Portland Oregon. He is now returning to Los Angeles, having his art displayed at the Hive. ","Activity at the Hive, must bee seen!",4,6,7,7,4,7,7,Front Page,1,4,7,1,7,7,7,3,7,4,4,4,3,3,4,2,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,14|15|8|10|6|9|7|11|16|12|13|5|3|4|2|1,45.0032959,-89.7256012,-1
R_3EosNCj0uYa1ral,Default Response Set,Anonymous,,,108.67.30.235,0,5/22/2016 15:24,5/22/2016 15:47,1,1,1,A38IKAJN1GUHB,45,1,1,,1,,,,7,2,5,4,4,2,3,,5,3,5,6,6,7,8,6,7,1,6,6,3,1,5,1,1,4,7,6,7,2,4,2,1,7,6,6,7,3,3,3,3,2,2,1,1,2,2,1,3,1,1,,,,,,,1,44.179,91.78,93.17,2,"Struggling Artist Succumbs to Easy Money /  /  / Jordan Sullivan, an artist from the projects of LA, is found with sixty forged paintings that he uses to scam studios.  Jordan lived with his father after his mother passed at a young age.",A38IKAJN1GUHB,7,7,2,1,1,1,2,4,1,3,2,6,4,6,4,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,5|6|12|1|10|13|3|4|8|14|15|16|9|2|11|7,35.33389282,-97.47699738,-1
R_AdH7hSmVZrVRYl3,Default Response Set,Anonymous,,,65.128.60.70,0,5/22/2016 15:34,5/22/2016 15:48,1,1,1,A14RBZNYHZ3CDU,29,2,1,,,,,1,2,2,4,3,1,1,3,,4,4,5,1,2,7,8,8,7,1,3,7,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,2,1,3,2,1,3,2,1,2,1,1,,,,,,,1,0,0,56.658,0,"A UCLA art student from Los Angeles was arrested for selling forgery works of fine art. He had a background living in the projects in Los Angeles, and moved to Portland to be with his father when he was young. Before he was arrested, he had recently opened a gallery of his artworks that had a cold reception from critics and the public.",Los Angeles Artist Arrested for Forgery,4,4,4,3,3,4,3,18,1,3,5,5,3,5,5,3,4,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,2|12|14|9|13|8|10|1|5|4|6|3|16|7|15|11,39.73919678,-104.9847031,-1
R_RDgvrKm4aNpwh0t,Default Response Set,Anonymous,,,98.170.233.116,0,5/22/2016 15:24,5/22/2016 15:49,1,1,1,A1E610OYLMKW82,46,2,1,,1,,,,7,3,9,6,6,5,3,,6,6,5,1,2,7,4,8,8,2,8,1,6,1,3,4,2,6,4,6,6,3,3,3,3,7,7,7,4,2,3,3,2,3,1,2,1,2,1,1,3,1,1,,1,0,0,143.814,0,,,,,,Jordan is a 26 year old young artist who will be featured in an exhibit at the Hive art gallery.  Jordan lived in Los Angeles until his mother died and then moved to Portland to live with his father.  He has a BFA and MFA from UCLA.,Young Phenom to be Featured at the Hive,6,7,6,6,6,7,7,"Arts or Lifestyle section, front page",1,3,6,1,5,7,7,3,7,2,2,2,3,3,3,3,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,2|11|15|5|8|1|4|12|14|16|6|9|7|10|13|3,30.51429749,-86.46299744,-1
R_2E9NUnzKeOb96Ot,Default Response Set,Anonymous,,,98.94.19.216,0,5/22/2016 12:12,5/22/2016 12:13,0,1,1,A2LFT9N17HS9FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,,,,,,-1
R_25REHMqs3hicKWL,Default Response Set,Anonymous,,,24.29.77.58,0,5/22/2016 12:12,5/22/2016 12:14,0,1,1,A1YBZWXXW358IF ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,0,0,73.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high status,,,,,-1
R_3gYkGT7aOcPmNU4,Default Response Set,Anonymous,,,72.190.56.74,0,5/22/2016 16:28,5/22/2016 16:33,1,1,1,A1C68VE04CC1K2,30,1,1,1,,,,,7,4,8,5,5,5,2,,6,5,5,6,6,6,7,6,4,6,4,4,6,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,5,2,3,2,2,2,2,2,3,2,3,3,2,1,1,,,,,,,1,30.432,38.583,38.961,3,A student got caught for art forgery and describes the childhood environment that he grew up in.  Article says its a shame since he had a lot of talent in arts. /  / ,Unfortunate bright student turns into the wrong career,5,6,5,5,5,4,5,Middle,1,4,5,5,4,5,4,3,5,5,4,5,4,5,4,4,2,6,6,5,1,1,1,FL_58,low Status,hypocat|hypoformative,,,2|10|13|16|11|14|3|7|8|12|9|5|1|15|4|6,33.00169373,-96.84410095,-1
R_3nf63yLNItwUgVB,Default Response Set,Anonymous,,,72.0.164.137,0,5/22/2016 12:16,5/22/2016 12:36,0,1,1,A33TSAV24FLFJ,51,2,1,1,,,,,5,3,9,3,3,2,3,,4,4,5,2,2,2,4,7,7,4,7,2,7,2,2,2,3,5,6,6,4,3,2,4,4,5,5,6,5,2,3,3,2,1,3,1,1,3,1,1,3,1,1,,1,0,0,170.486,0,,,,,,"A young artist explores ""Urban Poverty"" in an exhibit of his work at Hive Gallery. He grew up in difficult circumstances in L.A. with his mother dying when he was just a boy. He then went to live with his father in Portland. He studied art at UCLA and is one of the youngest artists to get featured at Hive.","Young Artist Depicts ""Urban Poverty"" at Hive Gallery Exhibit",6,6,6,5,4,5,7,"local happenings, arts scene",1,5,6,2,6,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,,FL_109,,,high status,hypoformative|hypocat,11|13|3|1|16|2|7|15|12|10|6|5|14|4|9|8,,,-1
R_3et0ztqNgVWqvMo,Default Response Set,Anonymous,,,97.90.222.85,0,5/22/2016 16:28,5/22/2016 16:38,1,1,1,A24WZZQJYWMIGM,22,1,1,1,,,1,,6,3,5,5,4,5,3,,5,6,5,2,2,2,2,2,2,3,2,2,3,5,6,6,5,4,5,6,5,5,5,6,2,6,5,2,4,2,1,1,2,2,2,1,3,3,2,3,2,1,1,,,,,,,1,0,0,108.751,0,"This article was about the ""process of projects"" and Mr. Sullivan and how talented Jordan is. This article is mainly about how talented Jordan is and the prosecution of Mr. Sullivan.",Prosecution of a Criminal,5,5,3,3,3,3,5,Front,1,6,3,2,3,6,5,3,6,7,3,3,4,3,6,3,1,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,2|9|6|1|15|4|11|3|12|13|5|8|14|16|10|7,35.73869324,-82.05480194,-1
R_3CDCUs9mj0nOD0E,Default Response Set,Anonymous,,,75.190.101.113,0,5/22/2016 16:29,5/22/2016 16:41,1,1,1,A1HGOFQI8TQCWB,38,2,1,,1,,,,3,2,4,4,2,2,3,,2,2,5,6,1,6,6,6,8,1,6,3,7,3,4,4,3,4,3,4,5,3,4,3,5,5,3,3,3,2,3,3,1,3,3,2,2,2,2,2,2,1,1,,,,,,,1,2.171,82.819,83.947,5,The guy was a artist but is being held accountable for using other peoples art and forging his name on the art.,Artistry Gone Wrong,6,6,2,4,4,3,4,2,1,5,5,4,3,7,4,3,5,2,2,2,4,2,2,3,2,7,7,7,1,1,1,FL_109,,,low Status,hypocat|hypoformative,14|4|16|8|7|2|10|5|11|12|3|1|13|6|9|15,35.49339294,-80.56909943,-1
R_1N6MtcQcDhAslVL,Default Response Set,Anonymous,,,50.140.86.214,0,5/22/2016 16:28,5/22/2016 16:45,1,1,1,A3MY8CX4CFJ5M8,43,1,2,1,,,,,7,3,9,2,2,2,4,,6,5,5,7,6,4,7,3,7,6,4,2,7,4,5,4,3,6,5,3,5,4,5,6,6,6,5,5,5,3,3,3,3,2,2,2,3,3,2,2,3,1,1,,1,66.645,312.594,314.017,27,,,,,,The article is about the art work of Jordan Sullivan who will have a painting exhibition at the Hive. His mother passed away when he was at first grade.,Sullivan exhibition debut at Hive,7,6,6,6,7,6,6,Social pages,1,4,5,2,6,6,6,3,6,3,3,4,3,3,4,5,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,15|3|16|6|9|8|5|10|11|1|4|14|12|2|13|7,25.85879517,-80.3839035,-1
R_3n0Y7e2doQmDPik,Default Response Set,Anonymous,,,68.119.66.132,0,5/22/2016 16:28,5/22/2016 16:55,1,1,1,A2PQC26G6YDKZE,41,1,1,1,,,,,6,3,9,6,6,6,3,,4,5,5,3,6,6,7,7,6,4,6,3,6,2,4,6,3,3,5,7,4,6,6,5,5,6,2,5,4,2,3,2,1,2,2,1,1,2,2,1,2,1,1,,1,55.058,55.058,100.301,1,,,,,,"Young artist, Jordan Sullivan is having his art work featured at the Hive Museum.  His work depicts poverty in the inner city and is influenced by his youth growing up in the projects of Los Angeles.  He has a BFA and and MFA and has risen to high critical acclaim despite his young age.",Poverty yields success for hot new artist Jordan Sullivan at the Hive,4,5,3,5,3,2,5,4,1,5,6,2,4,6,6,3,6,3,3,3,4,4,4,2,1,5,6,6,1,1,1,FL_109,,,high status,hypocat|hypoformative,5|14|3|1|9|10|4|12|2|6|7|13|16|15|11|8,33.31509399,-86.7559967,-1
R_3DbcHVl1w1hrH7Q,Default Response Set,Anonymous,,,24.42.250.162,0,5/22/2016 16:27,5/22/2016 16:55,1,1,1,A29K16RKAY6MOV,36,2,1,1,,,,,4,3,6,2,1,1,1,,7,4,5,6,2,3,7,7,8,1,7,4,7,1,1,1,1,7,4,6,6,1,1,1,1,7,7,7,7,3,3,3,2,1,2,2,2,2,2,1,3,1,1,,,,,,,1,8.065,235.587,239.959,5,"This guy was born in LA and was was raised there until about nine. He come from a poor background and his mother died when he was young. After his mother's death, he went to live with his father in Portland. he finished high school in Portland and went on to college. He wanted to become an artist and had a urban style. His artwork was not well receive and was accused of stealing other's work. He was arrested and accused of stealing thousands of dollars. ",Fallen Artist- When Greed Overcome Ambition,4,7,1,2,2,4,4,second page,1,4,4,4,4,5,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,4|16|8|7|14|11|13|10|5|15|12|6|2|9|3|1,32.53520203,-84.98480225,-1
R_2wowH2pWFwE51f5,Default Response Set,Anonymous,,,74.110.182.201,0,5/22/2016 16:36,5/22/2016 17:02,1,1,1,A2W5RV8P2GARD9,22,1,1,,,1,,,6,3,5,5,5,5,4,,4,3,5,2,3,2,6,7,3,6,7,1,8,4,7,7,5,2,3,5,3,4,6,3,6,4,5,4,3,1,3,2,2,1,2,1,2,3,2,1,3,1,1,,1,22.35,205.335,222.333,12,,,,,,Jordan Sullivan is a talented young artist focused on urban poverty.  He has gotten a lot of praise for his work and it will be featured at the Hive Gallery. ,Talented Artist Jordan Sullivan has Urban Poverty Artwork featured at the Hive Gallery,5,4,3,3,2,4,4,The Arts page,1,5,5,4,6,7,6,3,7,6,5,5,5,5,5,7,2,5,6,6,1,1,1,FL_109,,,high status,hypocat|hypoformative,16|15|13|12|6|2|10|4|3|8|9|1|11|7|14|5,37.70889282,-77.54370117,-1
R_2ALqMBT1HwD55nd,Default Response Set,Anonymous,,,24.175.241.52,0,5/22/2016 14:20,5/22/2016 14:23,0,1,1,A1RWNYJA5X25YH,65,2,1,,,,,1,4,3,4,6,7,6,3,,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,,,,,3|10|8|1|9|12|14|5|2|7|4|15|16|11|6|13,,,-1
R_3iKb2JT0Hj6AFm6,Default Response Set,Anonymous,,,68.1.133.91,0,5/22/2016 15:24,5/22/2016 15:25,0,1,1,AK4W742U46WN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_w5XQ8z37qfqghEt,Default Response Set,Anonymous,,,71.235.198.251,0,5/22/2016 15:25,5/22/2016 15:26,0,1,1,A149ROBL26JWPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,,,,,,-1
R_3MgJPavAeo8Qj9T,Default Response Set,Anonymous,,,162.17.69.190,0,5/22/2016 16:32,5/22/2016 16:43,0,1,1,ADQ94NEPI4P6H,31,1,1,1,,,,,5,3,8,4,4,4,3,,1,1,5,2,2,6,4,7,7,3,6,4,4,1,2,2,1,6,5,5,7,3,1,4,4,6,4,6,4,2,3,2,3,3,2,1,2,3,1,1,3,1,1,,1,0,0,64.112,0,,,,,,A young man who lived in the projects who lost his mom has overcome adversity and is opening a unique mixed media exhibit this week.,"From Projects to Success, a young man who overcame adversity through art.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,high status,,,,11|7|9|12|15|13|1|3|6|10|4|14|2|16|5|8,,,-1
R_1Kj0UTNlIrlQXFB,Default Response Set,Anonymous,,,72.209.6.101,0,5/22/2016 16:45,5/22/2016 16:49,0,1,1,AROEBUDI2L9G9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,0,0,185.962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_2YlmD3AqOhs0jqw,Default Response Set,Anonymous,,,98.157.4.172,0,5/23/2016 14:02,5/23/2016 14:05,1,1,1,A2JI88OO9BS59Y,28,1,1,,1,,,,3,2,5,3,6,7,3,,6,2,5,7,1,1,2,7,8,8,1,8,8,1,7,1,7,2,1,1,7,7,2,1,7,1,7,1,1,2,1,1,1,3,3,1,1,1,3,1,2,1,1,,1,0,0,46.462,0,,,,,,hes a good artist,artism,1,6,1,7,1,6,1,2,1,3,3,6,1,7,6,3,6,3,3,5,5,1,6,1,2,6,6,6,1,1,1,FL_58,high status,hypoformative|hypocat,,,4|6|8|5|11|3|9|2|13|12|7|16|1|10|15|14,37.31370544,-82.05220032,-1
R_QlWohUkRgMqa4Tv,Default Response Set,Anonymous,,,50.153.249.0,0,5/23/2016 14:02,5/23/2016 14:09,1,1,1,A388LHKCC7KRQN,32,1,1,1,,,,,6,3,5,5,5,5,2,,4,5,5,4,4,6,4,6,4,4,4,6,4,4,4,5,4,4,4,4,5,4,5,4,4,5,4,5,4,2,2,3,2,2,2,3,2,2,2,1,2,1,1,,,,,,,1,32.624,32.624,34.323,1,Man has been found with 60 forged pieces of art.,Fake Art Found,3,5,3,5,3,4,5,Metro,1,3,3,5,5,5,4,3,5,5,4,5,4,3,5,4,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,9|15|2|5|12|6|3|16|1|13|4|7|8|11|10|14,39.30409241,-76.66419983,-1
R_Wx3iTpIDoXpG3g5,Default Response Set,Anonymous,,,98.190.191.2,0,5/23/2016 14:03,5/23/2016 14:10,1,1,1,A2C74AX1HBMIGC,34,2,1,1,,,,,7,3,5,4,5,3,3,,4,4,5,7,1,1,7,1,7,1,7,6,7,2,2,3,2,6,5,5,2,3,3,3,3,6,5,5,5,2,3,3,3,3,3,2,2,3,2,3,3,1,1,,1,0,0,53.807,0,,,,,,The article was about a young artist who is already receiving a lot of attention in regards to his work that centers around life in the projects of LA.,Urban Raw,6,6,6,6,6,6,6,1,1,5,6,1,6,6,6,3,6,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,5|6|8|16|14|1|9|10|15|13|3|4|7|12|11|2,38.89729309,-77.25229645,-1
R_1Io8uKUWnUp9bY3,Default Response Set,Anonymous,,,63.241.40.124,0,5/23/2016 14:02,5/23/2016 14:11,1,1,1,A1ICZRR7BO5HLU,38,1,1,1,,,,,7,3,6,5,5,5,3,,4,4,5,6,1,1,4,1,6,1,7,1,7,4,6,6,6,1,4,4,5,4,6,6,5,3,3,5,3,2,3,1,2,2,1,1,3,1,3,3,1,1,1,,,,,,,1,0,0,78.166,0,This was an article about a promising art student who began creating fake works of art.,Art student cashes in on fakes.,6,5,5,4,5,4,4,4,1,3,2,6,2,2,4,3,4,5,6,6,6,6,6,6,2,6,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,7|4|13|5|6|10|12|2|1|9|8|14|11|15|3|16,30.45069885,-91.15460205,-1
R_WeRb6zuamlIWxNv,Default Response Set,Anonymous,,,174.140.64.232,0,5/23/2016 14:04,5/23/2016 14:11,1,1,1,A2H8GNSEVUJXYL,55,1,1,,,,,1,1,3,6,7,7,4,3,,7,4,5,2,2,2,4,4,2,4,8,2,7,4,7,4,7,1,3,4,1,7,7,7,7,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,,1,0,0,44.375,0,,,,,,a kid grew up poor yet went to college and got a bachelor's and masters degrees. he is now a successful artist. he is acclaimed by critics.,from the streets to the art gallery and back again.,4,5,1,4,4,4,4,35,1,5,5,1,1,3,3,3,4,4,4,4,7,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,4|3|7|6|2|13|14|8|1|5|10|11|15|16|9|12,39.89370728,-79.74919891,-1
R_1I9Pv6QmyCtsXLI,Default Response Set,Anonymous,,,184.91.134.250,0,5/23/2016 14:02,5/23/2016 14:11,1,1,1,A134MJZL7H493A,31,1,1,1,,,,,4,3,6,4,7,3,3,,4,4,5,7,1,2,7,6,4,1,7,1,7,1,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,2,3,2,3,3,1,1,1,1,1,2,2,1,1,,,,,,,1,0,0,67.998,0,Sullivan is a 27-year old man who had a tragic childhood. He grew up to become a mediocre artist who turned to forgery to make more money.,Forging Talent: From Mediocrity to Monet,4,4,1,4,2,3,4,4,1,1,1,7,1,7,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,3|5|1|4|13|9|7|11|16|14|8|6|10|2|12|15,28.47180176,-80.8167038,-1
