V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q76_1,Q76_2,Q76_3,Q76_4,Q48,Q75_1,Q75_2,Q75_3,Q75_4,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,Q78,Q80,hypo_4,hypo_11,hypo_12,hypo_5,guilt1,guilt2,guilt3,guilt4,guilt5,Q66,Q65,DO-BR-FL_15,DO-BR-FL_21,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2Tntt8qEKOsKrKL,Default Response Set,Anonymous,,,71.237.88.24,0,9/9/2015 14:55,9/9/2015 15:13,1,1,1,A2G2SLPT39TUKP,26,2,1,,,,,1,2,2,5,4,5,3,3,,2,2,5,2,2,3,7,8,6,2,7,2,6,2,3,3,1,2,2,1,1,3,1,1,3,2,3,1,2,6,6,7,6,2,1,2,3,6,6,7,5,1,1,,,,,,,0.987,0.987,67.196,1,1,Dr. Mendez published an article falsely claiming that the cold virus could cure melanoma when injected directly into it. ,"Doctor's ""Cure"" Now Getting the Cold Shoulder",5,5,3,1,3,2,4,5,3,4,4,4,3,4,4,4,4,1,1,1,4,4,1,1,target does something bad,hypocat|hypoformative,5|2|15|13|9|7|11|12|4|8|6|3|16|14|1|10,40.0480957,-105.384201,-1
R_3maWdkRwbcEuiDw,Default Response Set,Anonymous,,,65.184.250.4,0,9/9/2015 14:56,9/9/2015 15:14,1,1,1,A3NGG3QTB0WINC,40,1,1,1,,,,,5,3,9,4,5,3,3,,4,4,5,6,2,3,6,6,7,4,7,1,6,2,3,3,2,2,3,2,1,2,2,2,3,5,2,2,2,6,4,6,6,6,2,3,2,6,5,5,6,1,1,,,,,,,116.964,161.536,162.885,2,1,"A cancer researcher recently admitted to falsifying data in his treatment for melanoma. In 2013, he published a report stating that the common cold virus can fight the cancer if injected into the skin. These findings were not able to be duplicated by other doctors, and the researcher admitted that he had falsified his data.  In addition to giving doctors false hope, this admission makes legitimate cancer researchers look unprofessional. ",Cancer researcher admits to falsifying data from 2013 paper,5,6,4,1,2,3,4,5,3,5,3,4,4,5,5,5,4,3,3,3,5,5,1,1,target does something bad,hypocat|hypoformative,5|4|2|6|14|9|15|1|13|12|10|16|8|3|11|7,34.30839539,-77.80280304,-1
R_bkGIRLCw081oZ45,Default Response Set,Anonymous,,,98.246.85.188,0,9/9/2015 14:55,9/9/2015 15:20,1,1,1,A20Y8WDAJJFPU5,19,2,1,,,1,,,6,3,6,3,4,2,2,,5,6,5,2,3,8,6,8,6,4,4,6,4,2,3,2,3,3,2,1,1,3,1,1,3,2,2,3,2,6,5,6,5,2,2,1,3,6,5,7,7,1,1,,4.615,160.352,161.871,10,1,,,,,,"Research doctor Alex Mendez discovers a possible cure for Melanoma, a prevalent cancer while studying skin lesions. This breakthrough is particularly significant as the father of Mendez was a victim of Melanoma.",Son of Melanoma Victim Discovers Possible Cure,4,6,4,1,2,4,5,7,3,7,4,4,4,2,2,4,5,5,4,3,7,6,1,1,target does something good,hypocat|hypoformative,12|7|9|6|14|1|10|15|3|2|16|5|13|4|11|8,45.67129517,-122.6604004,-1
R_73eQyKKBg9svHTr,Default Response Set,Anonymous,,,128.231.237.6,0,9/9/2015 15:26,9/9/2015 15:33,1,1,1,AE39BR846NHHW,21,1,1,1,,,,,1,1,6,5,6,3,2,,4,6,5,3,4,7,3,7,4,2,2,7,7,3,2,1,1,2,2,2,1,2,3,3,3,3,3,2,2,5,4,6,5,6,4,2,6,2,5,6,2,1,1,,,,,,,46.769,81.736,94.498,8,1,A doctor (mendez) said he found the cure to melanoma and it had cured 74% of his patients for 2 years. He injected a mutated cold virus to teach the body to fight the cancer. Other doctors tried his method and called him out.,Shocking: The cold does not cure cancer,6,4,front,1,2,1,4,4,3,2,5,2,2,1,2,2,2,1,2,3,3,3,1,1,target does something bad,hypoformative|hypocat,12|15|16|5|6|13|3|4|7|1|9|14|8|11|10|2,39.00239563,-77.10340118,-1
R_21dOjr94QWjQYzx,Default Response Set,Anonymous,,,23.28.224.120,0,9/9/2015 15:27,9/9/2015 15:34,1,1,1, A2T3OG7CRWIA6E,35,2,1,,,,,1,6,4,6,3,5,3,3,,7,7,5,7,6,6,4,3,6,6,6,2,4,2,3,3,2,2,3,2,1,3,2,2,3,2,3,4,2,6,6,5,4,2,4,4,2,6,6,6,6,1,1,,34.742,34.742,37.446,1,1,,,,,,"Dr has found a way to treat melanoma with a mutated cold virus.  Melanoma effects many people each year and kills 10,000 so a treatement would save thousands of lives a year.  The dr had a personal connection to the discovery as his father died of melanoma.",Common Cold Cures Melanoma,5,6,2,1,3,6,6,6,3,6,4,3,3,4,4,4,4,3,3,3,3,3,1,1,target does something good,hypocat|hypoformative,13|14|5|10|6|4|1|16|7|12|8|2|9|15|3|11,41.3132019,-81.81109619,-1
R_3n1t5OxunIYY6s5,Default Response Set,Anonymous,,,69.140.223.236,0,9/9/2015 15:26,9/9/2015 15:39,1,1,1,A5JBDT96CYCZQ,30,2,1,,,,,1,4,3,6,1,1,1,1,,7,6,5,3,1,7,7,6,8,4,7,1,7,3,3,3,2,3,3,2,1,1,2,2,2,1,2,2,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,59.496,0,1,,,,,,"Dr. Mendez is a  doctor that came up with a treatment for melanoma, a type of skin cancer.  The article talks about Dr. Mendez's life and how the  treatment is implemented.  ",Yay! Fret No More! Treatment For Melanoma is Here!,7,7,front,1,3,7,7,7,3,7,4,1,1,1,1,3,3,1,1,1,6,6,1,1,target does something good,hypocat|hypoformative,10|12|5|4|7|1|14|3|2|13|16|9|15|11|8|6,39.16819763,-77.16449738,-1
R_bO6qpO5mBkCkVAB,Default Response Set,Anonymous,,,98.184.176.249,0,9/9/2015 15:26,9/9/2015 15:39,1,1,1,A2L6BURZ27CVB6,40,2,1,,1,,,,5,3,9,4,4,4,3,,4,3,5,2,2,3,4,7,7,2,7,2,6,2,2,3,2,1,3,2,1,3,1,1,3,3,4,4,3,5,4,5,4,4,2,4,3,5,5,5,4,1,1,,,,,,,0,0,102.687,0,1,"Dr. Mendez published a study falsely claiming that he could cure melanoma by injecting cold virus into skin lesions. After doctors tried his method and observed no change in patients' melanoma, Dr. Mendez admitted to falsifying his paper.",Doctor Raises False Hopes with Cancer Cure Hoax,6,6,Health News,1,3,2,2,5,3,3,5,4,3,4,3,4,4,5,5,3,7,7,1,1,target does something bad,hypoformative|hypocat,4|5|14|12|10|6|8|2|1|9|11|3|15|16|7|13,36.14689636,-95.85389709,-1
R_3EtIfxWsM9YuEpz,Default Response Set,Anonymous,,,108.197.241.60,0,9/9/2015 15:31,9/9/2015 15:41,1,1,1,A2AQBLOIEWAYJD,26,2,1,1,,,,,3,2,6,2,6,1,3,,1,1,5,1,1,2,7,8,8,1,7,1,7,1,3,3,3,3,3,1,1,3,1,3,3,5,1,1,2,4,6,6,1,1,3,1,1,5,7,6,6,1,1,,2.497,15.048,93.71,3,1,,,,,,"Doctors have found a potential cure for melanoma, which essentially helps the body heal itself of the cancer. ",Cure for the common cancer? Doctors find Melanoma breakthrough,5,5,2,1,3,6,6,7,3,7,4,3,3,2,2,2,2,7,6,6,5,6,1,1,target does something good,hypocat|hypoformative,14|9|8|2|1|10|11|12|16|13|7|3|15|6|5|4,40.60290527,-85.61820221,-1
R_sGpLEUmMXiWDUit,Default Response Set,Anonymous,,,76.232.188.15,0,9/9/2015 15:29,9/9/2015 15:48,1,1,1,A2FHAL8CXRSJPE,30,1,1,1,,,,,3,2,5,4,4,3,2,,5,5,5,1,2,2,6,8,7,3,7,3,6,2,3,3,2,2,3,2,1,3,2,2,3,3,3,4,5,6,4,5,6,2,2,2,3,6,6,6,5,1,1,,,,,,,2.676,51.487,100.686,10,1,"Dr. Alex Mendez who is a researcher at George Washington University medical school, altered his research findings for a skin cancer cure. He made it look like he found a cure, but when other researchers tested his findings, it was ineffective.",Researcher falsifies research data for potential melanoma cure,4,6,page 4,1,2,2,2,6,3,5,4,1,2,2,2,2,2,3,3,4,7,7,1,1,target does something bad,hypoformative|hypocat,4|13|9|16|14|7|5|12|15|8|6|10|11|2|3|1,37.73420715,-120.9501953,-1
R_21nZh4OqQ7yYy0R,Default Response Set,Anonymous,,,45.47.121.148,0,9/9/2015 15:26,9/9/2015 15:50,1,1,1,A2ILUP6FN8HKKC,28,2,1,,,,,1,4,3,5,1,1,1,3,,1,1,5,2,3,8,6,8,7,3,3,6,3,1,2,2,1,2,2,1,1,3,1,1,3,1,1,1,1,7,7,7,5,2,1,1,1,7,7,7,7,1,1,,0,0,84.444,0,1,,,,,,Dr. Menendez is close to creating a cure for skin cancer.  The article talks a little about how the cure might work.  It also talks about his background and parents.,Skin cancer cure may be only a hair past a freckle away,4,7,The health and science page,1,2,6,4,4,,7,4,4,4,3,3,3,3,7,7,1,7,7,1,1,target does something good,hypoformative|hypocat,8|9|11|7|1|13|15|12|3|10|14|2|4|5|6|16,43.18429565,-76.20010376,-1
R_1lfSc22N1QeGVEc,Default Response Set,Anonymous,,,50.27.102.117,0,9/9/2015 8:20,9/9/2015 11:56,0,1,1,AYHXK9JTG8IV3,20,2,1,1,,,,,3,1,5,1,1,1,3,,1,3,5,1,1,7,8,8,8,2,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_XCcjSOGqO4VTWiB,Default Response Set,Anonymous,,,24.214.212.52,0,9/9/2015 15:41,9/9/2015 16:19,1,1,1,A35TXKPTLBU3XJ,26,2,1,1,,,,,1,2,5,4,4,1,3,,1,1,5,2,4,6,8,6,7,1,2,8,6,2,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,71.229,163.212,206.866,3,1,"A scientist falsified research results about a cure to a skin cancer and published them in a medical journal. She was caught and admitted what she did, but hasn't said anything else.",Scientist Caught after Publishing Fake Cure for Cancer,6,6,2,1,2,1,1,5,,2,4,2,2,2,2,2,2,5,5,1,7,7,1,1,target does something bad,hypocat|hypoformative,8|14|5|4|10|3|9|12|16|7|15|11|2|6|1|13,32.855896,-79.99169922,-1
R_1DYmkpv0ESCGOGZ,Default Response Set,Anonymous,,,50.198.39.129,0,9/9/2015 16:24,9/9/2015 16:33,1,1,1,A1RT20J7MII0HU,33,1,1,1,,,,,4,2,5,5,5,5,3,,5,5,5,2,6,6,6,7,6,4,6,3,4,1,3,2,3,3,2,1,1,1,2,1,1,5,4,5,4,5,4,5,5,6,5,5,6,3,4,3,4,1,1,,,,,,,0,0,42.107,0,1,"dr. mendez falsified data to publish a cure for melanoma, a form of cancer. He was caught when tests by other doctors determined his findings did not work.","Looney Dr. falsifies published cure, gets caught",4,5,8,1,2,2,2,3,3,3,4,4,4,4,4,4,4,1,1,4,1,1,1,1,target does something bad,hypoformative|hypocat,1|13|6|2|16|11|10|7|5|12|15|14|9|8|3|4,41.95599365,-87.66069794,-1
R_2f0w05OzRPHufRB,Default Response Set,Anonymous,,,50.170.3.11,0,9/9/2015 16:24,9/9/2015 16:35,1,1,1,A37HLOARAR19VQ,36,2,1,,1,,,,5,3,6,1,1,1,3,,1,1,5,6,1,2,7,4,6,1,6,6,4,1,2,3,1,2,3,1,1,3,1,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,3.023,50.927,52.287,4,1,A doctor's published results on curing Melanoma with injections to the skin were found to be untruthful and deceitful. It is unknown why the doctor acted this way.,Deceit and Melanoma live on,4,6,2,1,3,1,5,5,3,4,4,3,3,4,4,4,3,5,7,1,7,7,1,1,target does something bad,hypocat|hypoformative,3|8|15|12|1|10|4|5|16|11|6|9|14|7|2|13,47.11199951,-122.7651978,-1
R_3FXaaEjibzQ9GXK,Default Response Set,Anonymous,,,104.229.126.165,0,9/9/2015 16:25,9/9/2015 16:43,1,1,1,A211HK32QNTYX1,60,2,1,1,,,,,3,3,9,1,1,1,3,,6,5,5,7,1,2,7,6,6,2,7,2,7,1,2,3,2,2,3,1,1,3,1,1,3,1,1,1,1,6,6,6,6,1,1,1,2,6,6,6,6,1,1,,0,0,141.367,0,1,,,,,,"Researchers have discovered that injecting the cold virus into melanoma lesions can kill the lesions in 78% of all cases.  Since more than 74,000 Americans are diagnosed with melanoma annually and 10,000 Americans die from Melanoma each year, this development is deemed a breakthrough.",Cold Virus Cures Cancer,6,7,Front page,1,3,7,7,6,3,7,4,5,4,4,5,5,5,6,6,2,6,6,1,1,target does something good,hypocat|hypoformative,8|5|14|6|13|16|2|7|4|11|3|10|15|12|1|9,44.95030212,-74.94039917,-1
R_3qVElp8xCrAb4HA,Default Response Set,Anonymous,,,75.128.41.189,0,9/9/2015 16:25,9/9/2015 16:45,1,1,1,A18I566TMVVSFQ,29,1,1,,1,,,,5,3,6,3,5,3,3,,1,3,5,2,6,3,6,7,7,2,7,6,6,3,3,2,3,3,2,1,3,3,2,1,2,1,2,2,1,5,7,6,6,5,6,7,2,6,4,6,5,1,1,,,,,,,31.819,63.667,64.407,7,1,A researcher fabricated results to a trial on injecting dead melanoma virus cells into an existing case. He said that that in 70%+ of the cases it cured the melanoma.,Researcher fabricates results on a trial related to his Father's death.,6,6,1st page below the fold,1,2,1,1,6,3,4,4,1,1,4,4,4,4,5,5,3,5,5,1,1,target does something bad,hypocat|hypoformative,11|13|1|6|8|15|14|10|12|3|2|5|7|9|16|4,34.00689697,-118.0315018,-1
R_10AirgeAZbq8H0p,Default Response Set,Anonymous,,,65.183.140.246,0,9/9/2015 12:32,9/9/2015 12:45,0,1,1,A2RVEG53L48BAE,36,1,1,,1,,,,3,3,5,1,3,1,3,,3,2,5,6,1,1,8,8,8,1,8,1,8,2,3,3,1,3,1,1,1,3,1,1,3,1,1,1,1,7,7,7,7,1,1,1,7,7,7,7,7,1,1,,2.001,2.241,404.182,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something good,,12|4|2|5|9|11|15|7|3|8|10|6|13|1|16|14,,,-1
R_1C1lU8HnVdUEhn0,Default Response Set,Anonymous,,,67.167.49.54,0,9/9/2015 16:24,9/9/2015 16:47,1,1,1,A9O273N0X06JS,22,1,1,,,,,1,4,3,5,5,5,4,3,,4,4,5,3,2,1,3,8,7,3,6,2,7,2,3,2,2,3,2,3,2,2,3,3,2,2,2,3,5,3,5,2,5,4,4,5,5,6,6,5,6,1,1,,33.64,60.526,61.358,6,1,,,,,,"Dr. Mendez they could eliminate melanoma in 78% of patients. This is a very big deal, Dr. Mendez has done good work.",Big melanoma breakthrough ,6,6,health,1,3,6,6,6,3,7,4,5,3,3,3,3,3,2,2,4,3,4,1,1,target does something good,hypocat|hypoformative,14|8|13|2|6|7|4|5|1|10|3|16|9|11|12|15,41.89630127,-88.74420166,-1
R_cUbuXFB1eWTGRzj,Default Response Set,Anonymous,,,69.125.222.43,0,9/9/2015 13:03,9/9/2015 13:04,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1mCTnE9FihGpYgq,Default Response Set,Anonymous,,,209.122.225.163,0,9/9/2015 16:46,9/9/2015 17:09,1,1,1,A16UUHKOGIBHNX,30,2,1,,1,,,,7,3,9,4,4,4,2,,4,4,5,4,2,7,7,4,4,7,7,4,7,2,3,2,3,3,2,2,2,2,2,2,2,2,4,5,4,5,6,4,4,4,4,5,5,5,5,4,6,1,1,,252.335,403.18,443.475,2,1,,,,,,"Mendez, a researcher, discovered a way to reduce the number of fatal deaths from melanoma.  His method worked in 78% of melanoma victims.  He discovered that by injecting the cold virus into the skin lesion of the melanoma, the lesion would be cured.  He believed that this method teaches the body to heal by itself.  ",A Cure for Melanoma,6,6,first page,1,2,5,7,7,3,7,4,5,5,4,4,4,4,1,1,2,5,4,1,1,target does something good,hypoformative|hypocat,7|8|2|14|11|12|5|16|3|13|1|9|10|4|6|15,40.74490356,-73.97820282,-1
R_sMuSvnYMq5beKXv,Default Response Set,Anonymous,,,70.98.142.254,0,9/9/2015 13:21,9/9/2015 13:24,0,1,1,A21QMMJHOSG779,31,1,1,1,,,,,1,2,5,4,1,7,3,,3,7,5,4,4,7,7,6,2,4,1,7,8,2,2,3,2,1,3,1,2,3,3,3,2,5,2,5,6,4,5,6,6,2,6,3,2,4,2,4,2,1,1,,,,,,,22.661,22.661,24.888,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target does something bad,,15|12|10|7|3|16|1|5|2|6|8|11|13|9|4|14,,,-1
R_2q8j2kWq3O1lY9w,Default Response Set,Anonymous,,,68.48.88.22,0,9/9/2015 17:27,9/9/2015 17:31,1,1,1,A19SITL733MYZ6,24,1,1,,1,,,,4,3,6,3,3,3,3,,3,3,5,3,2,3,6,6,7,4,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,3.104,3.104,3.908,1,1,not sure,creative studies,5,5,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,5,1,1,target does something bad,hypocat|hypoformative,11|15|4|14|13|9|16|3|12|7|5|8|2|1|10|6,42.9618988,-83.72039795,-1
R_Q4edFWOX3lOKVRT,Default Response Set,Anonymous,,,99.162.91.102,0,9/9/2015 17:27,9/9/2015 17:32,1,1,1,A1KSA3TE2KOW7E,27,2,1,1,,,,,5,3,4,1,4,4,3,,4,3,5,2,7,4,2,1,3,7,4,3,3,1,3,2,2,1,3,2,1,3,3,1,2,4,5,6,1,3,1,3,1,6,4,4,3,4,1,2,3,1,1,,,,,,,0,0,1.397,0,1,The River Agent Squad was planning on something wicked.,River Agent Squad,5,6,River Agent Squad,1,3,4,6,3,3,2,5,6,5,4,2,6,5,3,7,4,1,4,1,1,target does something bad,hypocat|hypoformative,7|10|13|9|14|2|5|4|16|15|3|1|11|12|8|6,34.25210571,-118.7843018,-1
R_W1fR9SIMki08yGd,Default Response Set,Anonymous,,,216.158.249.39,0,9/9/2015 17:27,9/9/2015 17:34,1,1,1,A31Q7PWLBCU2X0,24,1,1,,,,,1,2,1,4,2,3,2,3,,1,2,5,1,3,6,3,8,7,7,6,7,6,1,3,3,2,1,1,2,1,1,2,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,6,7,1,1,,,,,,,3.555,51.019,51.705,41,1,A doctor falsified experiment data and claimed to have found an effective treatment for Melanoma.,Doctor Falsified Data About Melanoma Cure,5,6,3,1,2,2,3,6,3,3,3,2,2,3,2,2,3,5,5,1,6,6,1,1,target does something bad,hypoformative|hypocat,3|6|9|13|4|7|14|1|5|2|16|8|15|12|10|11,36.11329651,-105.7341003,-1
R_wSpEz5tI23urPGx,Default Response Set,Anonymous,,,73.172.216.161,0,9/9/2015 17:27,9/9/2015 17:34,1,1,1,APGBQQ5XS3Q4P,28,1,1,1,,,,,5,4,9,5,6,2,3,,2,4,5,6,3,6,7,3,3,3,7,4,7,3,2,1,1,3,2,2,2,1,3,3,3,5,5,6,5,3,6,5,3,4,7,6,6,7,6,1,3,1,1,,0,0,16.325,0,1,,,,,,"A doctor has discovered a potential cure for melanoma. Melanoma kills ten thousand people every year, and there's promising research being done by this doctor",Possible Cure For Deadly Skin Cancer Discovered  ,6,6,science or health section,1,4,7,7,6,3,6,4,3,3,5,3,4,4,3,3,4,5,5,1,1,target does something good,hypoformative|hypocat,4|1|8|16|14|15|2|9|5|12|13|11|10|7|6|3,38.92129517,-77.03859711,-1
R_10r3FhZ0HW6KBB2,Default Response Set,Anonymous,,,67.8.217.215,0,9/9/2015 17:27,9/9/2015 17:36,1,1,1, A2JB4SN4265LW5,36,2,1,1,,,,,5,3,6,4,2,2,3,,4,4,5,8,1,4,7,1,7,2,7,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,4,5,6,5,2,2,2,2,5,6,4,6,1,1,,0,0,84.776,0,1,,,,,,"Dr. Mendez has found that the cold virus, when injected into the site of melanoma, can be cured in 78% of situations. ",Mendez Mends Melanoma,7,7,Front Page,1,3,7,7,7,3,7,4,4,4,4,4,4,4,1,2,1,6,6,1,1,target does something good,hypoformative|hypocat,2|15|5|9|13|8|11|7|12|10|4|3|14|16|6|1,29.30050659,-81.19480133,-1
R_9XD91RR5JdpiJH3,Default Response Set,Anonymous,,,50.174.146.185,0,9/9/2015 17:27,9/9/2015 17:39,1,1,1,A26XEJM6FTLVDB,25,1,1,1,,,,,3,2,5,4,4,4,2,,6,3,5,7,3,3,8,4,8,2,4,2,7,3,3,3,1,2,3,1,3,2,3,1,3,3,2,2,7,3,5,7,1,1,1,2,1,7,7,7,7,1,1,,5.077,12.676,13.591,3,1,,,,,,"Researcher at the Medical school George Washington University discovered what appears to be a cure for melanoma - skin cancer.  / Dr. Mendez discovered that injecting a mutated cold virus into the skin lesions caused by melanoma, they could eliminate melanoma in 70% of patients in their trial. Nnew treatment actually teaches the body to heal itself.",New discovered cure for melanoma,7,7,front page and next page,1,4,7,7,7,3,7,4,2,2,4,4,4,4,7,7,1,7,7,1,1,target does something good,hypocat|hypoformative,10|3|16|14|6|2|4|5|12|15|1|13|8|7|11|9,37.97189331,-122.5023041,-1
R_2Sk2G08o2Bd4lbA,Default Response Set,Anonymous,,,99.3.101.58,0,9/9/2015 17:27,9/9/2015 17:41,1,1,1,A1AJNZMITK8GXL ,54,2,1,,1,,,,7,3,9,6,6,6,3,,6,4,5,3,1,2,4,6,8,6,7,1,7,2,3,3,3,2,3,2,1,3,3,1,3,2,1,2,2,3,6,4,6,2,1,2,4,6,5,5,5,1,1,,,,,,,0,0,91.8,0,1,"Juan decided to falsify data he had in treating melanoma and other doctors tried his experiment and found no change in those who had melanoma.  The odd thing was his father had died from melanoma, so those in the medical profession were surprised by his falsifications.  ",Medical Doctor falsifies data on the best treatment for melanoma,6,6,page 1,1,3,3,3,3,3,2,5,4,4,3,3,3,3,5,3,4,6,6,1,1,target does something bad,hypocat|hypoformative,10|2|5|9|12|11|16|3|1|15|7|8|4|14|6|13,36.82519531,-119.7028961,-1
R_28PendPiEF6PW4q,Default Response Set,Anonymous,,,12.168.134.190,0,9/9/2015 17:27,9/9/2015 17:44,1,1,1,A1O01WK02MFCV3,44,1,1,1,,,,,7,4,6,3,5,3,4,,2,1,5,3,2,2,4,4,6,3,7,2,7,3,3,3,2,2,3,3,1,1,3,2,3,1,1,1,1,7,1,7,7,7,7,6,7,7,1,7,1,1,1,,142.182,142.182,146.445,1,1,,,,,,"A doctor may have found a cure for Melanoma, a deadly skin cancer which affects 70,000 people Americans per year. The treatment involves injecting a cold virus into an affected area. The procedure was successful 74 percent of the time. Future studies will continue testing this promising treatment. /  / Suggested headline: Skin Cancer Treatment Shows Promising Results",A1O01WK02MFCV3,6,7,Page 3.,1,3,6,6,6,3,6,5,4,4,4,4,4,4,4,4,4,4,4,1,1,target does something good,hypoformative|hypocat,4|14|3|16|9|10|13|2|7|1|11|6|12|5|8|15,42.05250549,-87.89060211,-1
R_31cJriK6hDo3d6W,Default Response Set,Anonymous,,,69.125.65.36,0,9/9/2015 17:50,9/9/2015 17:57,1,1,1,ACFJKLI4AXB45,29,2,1,1,,,,,5,3,9,3,4,4,2,,6,6,5,3,2,4,7,6,7,4,6,3,6,3,3,3,2,1,3,1,2,3,1,1,2,4,4,5,2,6,4,5,6,3,3,2,2,5,5,5,6,1,1,,0,0,67.909,0,1,,,,,,Dr. Mendez feels that he has found the cure for melanoma which is a skin cancer. He hopes to continue his research in finding cures for more diseases. It seems he was pushed mentally to do this research because his father passed away because of it.,A Possible Cure for Melanoma? Dr. Mendez Investigates...,6,5,1,1,3,6,5,6,3,6,4,3,3,4,4,4,4,4,5,4,5,5,1,1,target does something good,hypoformative|hypocat,14|10|8|16|9|11|6|3|1|4|13|2|5|7|15|12,40.75959778,-73.64250183,-1
R_1q1TSwzl043tgLz,Default Response Set,Anonymous,,,75.210.9.133,0,9/9/2015 13:56,9/9/2015 13:57,0,1,1,A3ASZ12Q6GUHXJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1hZ3rDvTHHIEn7a,Default Response Set,Anonymous,,,71.218.62.67,0,9/9/2015 17:50,9/9/2015 17:58,1,1,1,A15F2JTVAJXITI,36,2,1,1,,,,,7,4,9,4,3,3,3,,6,6,5,7,2,2,6,2,7,3,2,2,3,2,3,3,2,3,3,3,3,3,1,2,2,5,5,5,5,5,3,3,3,5,6,6,5,3,3,2,3,1,1,,0,0,59.497,0,1,,,,,,There is a new treatment for melanoma. This new treatment teaches the body to heal itself. It has been very effective. ,Breakthrough in melanoma treatment,4,6,1,1,3,7,7,7,3,7,4,6,6,6,6,6,6,3,4,2,5,5,1,1,target does something good,hypoformative|hypocat,15|16|13|10|14|1|5|12|3|11|8|6|4|7|9|2,39.72900391,-104.9527969,-1
R_NXyf0mlhcFuZquZ,Default Response Set,Anonymous,,,71.14.186.150,0,9/9/2015 17:48,9/9/2015 18:01,1,1,1,A2GKTUMQOKZXMG,52,1,1,1,,,,,6,4,9,2,2,1,3,,1,2,5,4,6,1,8,7,6,1,8,4,8,2,2,3,2,1,2,1,2,2,2,1,3,1,1,1,1,7,7,7,7,1,7,1,7,7,7,7,7,1,1,,,,,,,5.363,17.3,53.935,2,1,Dr. Mendez has admitted to falsifying data in a 2013 Journal of the American Medical Association article.  His procedure of injecting  mutated col virus into melanoma lesions did not work for other researchers trying to replicate his studies.,Melanoma Treatment Shown not to Work as Reported,4,6,5,1,3,2,4,7,3,2,4,4,3,4,4,5,3,4,4,1,5,5,1,1,target does something bad,hypocat|hypoformative,8|12|5|13|6|14|1|16|7|2|3|9|15|10|11|4,38.5776062,-90.42449951,-1
R_1N83ONWQ1kopARD,Default Response Set,Anonymous,,,67.242.130.106,0,9/9/2015 17:50,9/9/2015 18:02,1,1,1,A3RK7JMK0BVA95,27,2,1,1,,,,,3,2,9,1,1,1,3,,1,1,5,6,7,8,4,4,8,3,7,4,4,1,3,2,2,3,2,1,1,1,2,2,2,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,,,,,,0,0,90.296,0,1,"Dr. Mendez published an article about research he had done on treatment for melanoma. He claimed that he had found a cure for melanoma, but it turned out that that was a false claim. ",Published Doctor tarnishes reputation with false melanoma claim,5,6,1,1,3,1,1,5,3,3,4,4,4,4,4,4,4,4,6,1,7,7,1,1,target does something bad,hypoformative|hypocat,9|15|1|10|5|4|13|6|12|7|16|11|8|14|3|2,43.07080078,-78.82009888,-1
