V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q65,Q89_1,Q89_2,Q89_3,Q89_4,Q87,Q67,Q69,Q71,Q73,Q75,Q77,Q79,Q81,Q83,Q88,Q88_1,Q88_2,Q88_3,Q88_4,Q86,Q90,Q92,Q94,Q96,Q106,Q98,Q100,Q102,Q104,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q35,status,attn2,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_2uqBktVn3gtfs4X,Default Response Set,Anonymous,,,97.95.91.72,0,3/8/2018 16:02,3/8/2018 16:04,1,1,1,A1ZD8RU6YB0VEU,23,1,3,,1,1,5,1,1,1,1,6,6,6,6,1,1,1,1,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,2|8|7|12|1|13|16|11|15|10|4|14|3|5|6|9,46.49099731,-90.05180359,-1
R_3HNTNfKX45X4EaX,Default Response Set,Anonymous,,,73.106.76.211,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A1Y43ZZC64O0J9,41,2,1,,7,7,5,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,7|5|6|3|14|11|9|8|16|4|12|15|1|13|2|10,33.74899292,-84.38800049,-1
R_tQxa1vQkbkVPVu1,Default Response Set,Anonymous,,,144.121.23.51,0,3/8/2018 15:59,3/8/2018 16:04,1,1,1,A30GC46VOB82C3,23,1,3,,1,3,5,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,1,0,0,13.076,0,1,5,3,4,3,2,4,5,5,5,1,0,0,15.691,0,1,4,3,2,2,3,3,2,3,3,1,0,0,29.116,0,1,2,3,3,2,2,3,4,5,3,,,,FL_58|FL_129,project artist|Zack Yusef|Latino,14|4|9|6|5|11|2|15|1|12|3|16|13|10|7|8,42.94030762,-71.4434967,-1
R_aWOCEEkloUcG0Pn,Default Response Set,Anonymous,,,76.181.168.205,0,3/8/2018 16:01,3/8/2018 16:04,1,1,1,A3E2ES5KH0RKBZ,47,1,3,,3,1,5,1,2,5,2,6,6,7,4,5,4,6,6,6,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,2|5|9|13|14|12|16|8|7|4|15|11|10|1|3|6,39.59289551,-82.8911972,-1
R_2xxBwFPkQzxOOHi,Default Response Set,Anonymous,,,73.178.119.101,0,3/8/2018 15:59,3/8/2018 16:04,1,1,1,A150XGQ7KWLBWN,42,2,3,,4,2,5,,,,,,,,,,,,,,,,,1,0,0,26.774,0,1,2,3,4,4,4,5,5,5,5,1,0,0,45.813,0,1,3,3,4,4,7,4,5,4,5,1,0,0,46.535,0,1,2,3,4,4,4,5,5,5,5,1,1,1,FL_129|attention/suspicion check,Latino|Zack Yusef|project artist,,39.90170288,-74.18219757,-1
R_2rGheJDKZM6EeLM,Default Response Set,Anonymous,,,73.67.36.22,0,3/8/2018 15:59,3/8/2018 16:04,1,1,1,A2DC6TG86OSCRK,46,2,3,,5,6,5,2,4,4,3,5,5,5,3,2,4,4,2,5,5,4,5,1,0,0,22.16,0,1,4,3,4,4,4,4,4,4,4,1,0,0,23.015,0,1,6,3,4,4,4,4,4,4,4,1,0,0,26.988,0,1,5,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,3|10|2|1|15|12|8|4|14|13|16|5|9|6|11|7,39.0223999,-94.31569672,-1
R_2BhrsSVwFjdapEp,Default Response Set,Anonymous,,,173.184.79.79,0,3/8/2018 16:01,3/8/2018 16:04,1,1,1,A30GCTXJ17JC3I,22,1,3,,6,6,5,4,3,4,3,6,6,5,5,2,2,2,3,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,1|8|7|11|3|4|15|12|13|5|9|14|6|10|16|2,33.86250305,-83.70880127,-1
R_5hinTYyIbttP8Vr,Default Response Set,Anonymous,,,174.77.93.179,0,3/8/2018 16:01,3/8/2018 16:04,1,1,1,AF8KEA2127EAN,31,2,3,,1,2,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,7.322,7.322,8.995,1,1,4,3,4,4,4,4,4,4,4,1,0,0,10.804,0,1,4,3,3,3,4,3,3,3,3,1,0,0,18.9,0,1,4,3,4,4,4,4,3,2,2,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,4|10|14|9|11|1|16|5|2|13|7|3|6|15|8|12,36.78489685,-76.08390045,-1
R_YVofkuKk3i2GRdn,Default Response Set,Anonymous,,,24.242.109.119,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A2YBQPB88R2M1B,30,1,4,,6,6,5,,,,,,,,,,,,,,,,,1,19.552,19.552,27.69,1,1,5,3,6,6,6,6,6,6,6,1,0,0,14.535,0,1,5,3,2,2,6,2,2,2,2,1,0,0,20.044,0,1,4,3,2,2,2,2,2,2,1,1,1,1,attention/suspicion check|FL_129,Zack Yusef|Latino|project artist,,31.87750244,-106.6083984,-1
R_1NamagOlVWgENuJ,Default Response Set,Anonymous,,,75.74.95.84,0,3/8/2018 15:59,3/8/2018 16:04,1,1,1,A26PZFTBPEJZW1,20,1,4,,7,7,5,,,,,,,,,,,,,,,,,1,0,0,24.333,0,1,4,3,2,1,1,1,1,1,1,1,0,0,19.827,0,1,6,3,5,4,1,1,1,1,1,1,0,0,57.476,0,1,4,3,5,5,5,3,3,3,3,1,1,1,FL_129|attention/suspicion check,Zack Yusef|project artist|Latino,,25.49029541,-80.41870117,-1
R_4ItcAhJvhK7YMkV,Default Response Set,Anonymous,,,199.244.49.124,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A1CZP14HAXK16S,72,1,6,,6,6,5,6,5,5,5,5,5,5,5,6,5,4,5,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,1|13|10|14|16|4|12|6|7|8|9|5|11|3|2|15,40.76620483,-73.98619843,-1
R_2ANl960Ug6Atmqf,Default Response Set,Anonymous,,,107.77.199.156,0,3/8/2018 15:58,3/8/2018 16:04,1,1,1,A2N4A7XM3N1MM4,31,1,3,,3,4,5,3,4,5,2,5,5,6,4,4,6,6,4,6,5,5,4,1,0,0,17.121,0,1,4,3,3,4,4,3,3,4,3,1,0,0,28.79,0,1,6,3,4,4,3,5,3,4,3,1,12.178,27.315,31.23,2,1,4,3,5,5,5,6,5,5,4,,,,FL_129|FL_58,project artist|Zack Yusef|Latino,5|16|12|10|13|2|11|8|14|6|15|3|9|4|7|1,32.78309631,-96.80670166,-1
R_239P05XQ3sdOFgL,Default Response Set,Anonymous,,,23.95.227.197,0,3/8/2018 16:02,3/8/2018 16:04,1,1,1,A1H1EUBEOPVCQZ,28,1,1,,5,6,5,6,6,4,6,6,6,6,5,6,5,6,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,5|16|2|3|10|1|9|14|15|8|6|4|7|12|11|13,42.88839722,-78.87609863,-1
R_qKg1OlVLvKNarbb,Default Response Set,Anonymous,,,162.229.218.3,0,3/8/2018 16:00,3/8/2018 16:04,1,1,1,A33KB8LHYO0HI9,23,1,4,,6,6,5,2,3,3,2,5,5,3,5,3,3,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,3|7|2|11|9|1|13|8|10|4|5|15|16|14|12|6,41.62590027,-87.60359955,-1
R_10HPc8aU7LGP76C,Default Response Set,Anonymous,,,139.182.213.35,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,ABU4N96B9CYPX,23,2,3,,1,3,5,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,0,0,18.221,0,1,4,3,4,4,4,4,2,3,3,1,0,0,23.034,0,1,5,3,4,4,4,4,4,4,4,1,0,0,25.291,0,1,2,3,2,2,3,1,1,2,1,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,7|16|13|10|14|5|2|9|1|8|4|6|15|12|11|3,34.10189819,-117.2761993,-1
R_2do2uuOUrKmua7H,Default Response Set,Anonymous,,,172.110.128.104,0,3/8/2018 15:58,3/8/2018 16:05,1,1,1,A2L22HZ50T83UK,28,2,3,,1,1,5,1,1,1,1,7,7,7,7,1,1,1,7,7,7,7,7,1,90.07,90.07,90.725,1,1,5,3,4,4,5,5,5,5,5,1,0.894,0.894,13.846,1,1,7,3,7,6,7,6,6,6,6,1,0.618,0.618,15.711,1,1,5,3,7,6,6,5,4,6,6,,,,FL_58|FL_129,Zack Yusef|project artist|Latino,7|12|9|4|13|11|16|15|2|1|5|14|8|10|3|6,41.10339355,-104.905899,-1
R_3ENlDHNWQa5ehkI,Default Response Set,Anonymous,,,98.70.226.237,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A36Z48FR1LQXI9,22,2,3,,7,7,5,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,13|15|9|5|10|12|14|7|11|8|16|3|6|2|4|1,28.59150696,-82.35469818,-1
R_2sRuayqA2ImDvc1,Default Response Set,Anonymous,,,73.15.83.203,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,A3058EF4S1HP2W,36,1,3,,2,2,5,,,,,,,,,,,,,,,,,1,1.889,14.992,16.897,4,1,4,3,3,3,3,2,2,2,2,1,2.489,6.105,8.2,2,1,6,3,3,3,3,3,2,2,3,1,3.971,8.972,11.114,3,1,4,3,3,2,2,2,2,2,2,1,1,1,FL_129|attention/suspicion check,Zack Yusef|Latino|project artist,,37.082901,-122.053299,-1
R_cwo90xsOF0NtR8R,Default Response Set,Anonymous,,,50.124.234.115,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A3RUE7P4CLL4DR,34,1,3,,1,2,5,,,,,,,,,,,,,,,,,1,0,0,15.862,0,1,6,3,2,2,2,2,2,2,2,1,0,0,22.316,0,1,7,3,2,2,6,2,2,2,2,1,0,0,20.97,0,1,6,2,2,2,2,3,3,3,3,1,1,1,attention/suspicion check|FL_129,Latino|Zack Yusef|project artist,,43.13699341,-82.81809998,-1
R_2w0rnabbqhZoJ6z,Default Response Set,Anonymous,,,74.126.128.28,0,3/8/2018 15:59,3/8/2018 16:05,1,1,1,A3329CH71VMUBQ,36,1,3,,6,5,5,4,3,2,2,6,6,6,6,3,3,3,2,6,5,5,6,1,0,0,15.634,0,1,4,3,4,4,4,4,3,5,5,1,0,0,27.845,0,1,6,3,4,4,4,6,5,5,5,1,0,0,42.21,0,1,5,3,3,3,3,2,3,2,3,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,15|6|10|1|2|3|16|8|11|14|7|4|9|5|13|12,33.82119751,-81.58920288,-1
R_2TBLQs3oJVAikEx,Default Response Set,Anonymous,,,68.185.54.6,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,A1P5H6G2CN68GH,32,1,3,,1,1,5,2,2,5,2,7,4,7,4,3,2,4,4,4,5,3,4,1,0,0,20.132,0,1,5,3,2,2,2,4,4,4,4,1,0,0,16.492,0,1,5,3,4,4,4,4,4,4,4,1,0,0,23.911,0,1,4,3,3,3,4,4,4,4,4,,,,FL_58|FL_129,Zack Yusef|Latino|project artist,5|7|11|13|16|12|6|9|14|2|4|10|1|3|15|8,46.59820557,-120.5307999,-1
R_b3dUOmRzph2A8vv,Default Response Set,Anonymous,,,76.77.193.185,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A1VJ39NV6WSEAV,27,1,3,,5,2,5,,,,,,,,,,,,,,,,,1,0,0,9.225,0,1,5,3,4,4,4,4,2,3,4,1,9.659,9.659,10.672,1,1,6,3,4,4,7,4,2,2,2,1,0,0,8.366,0,1,3,3,4,4,4,3,2,2,4,1,1,1,attention/suspicion check|FL_129,project artist|Zack Yusef|Latino,,44.30409241,-94.43560028,-1
R_2wz8QHki2dA4nRW,Default Response Set,Anonymous,,,76.109.193.250,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A3UCP8QT39UC3,39,2,4,,5,5,5,,,,,,,,,,,,,,,,,1,0,0,9.192,0,1,4,3,3,3,3,4,5,4,4,1,0,0,17.4,0,1,7,3,4,3,4,3,3,4,4,1,0,0,14.168,0,1,4,3,4,4,4,4,5,4,4,1,1,1,FL_129|attention/suspicion check,project artist|Latino|Zack Yusef,,25.75660706,-80.4076004,-1
R_31yMKhQzekfX7U7,Default Response Set,Anonymous,,,70.195.139.167,0,3/8/2018 15:59,3/8/2018 16:05,1,1,1,AG2F1WH8CX1HV,27,1,3,,5,5,6,5,5,6,4,3,5,4,3,5,3,3,5,5,2,3,5,1,0.781,0.781,12.46,1,1,4,3,5,4,3,5,5,3,4,1,0,0,0.493,0,1,6,3,3,5,5,3,5,5,4,1,0.395,0.764,1.485,2,1,6,5,4,5,4,3,4,3,5,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,12|15|6|16|1|5|2|10|4|3|9|11|13|7|14|8,43.12669373,-77.7315979,-1
R_1LOiQnWCKL8kq2h,Default Response Set,Anonymous,,,134.174.110.12,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A1FUR4UJ0S46W6,30,1,3,,3,4,5,2,3,3,2,5,5,6,6,2,2,2,3,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,3|15|10|14|8|12|2|1|11|6|5|16|4|7|9|13,42.30589294,-71.08589935,-1
R_1psUTxHJ0Orh3ST,Default Response Set,Anonymous,,,108.233.24.88,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A2COAUZ1TISD2Q,27,1,3,,1,1,5,1,1,1,1,7,7,1,1,1,1,1,1,7,7,7,7,1,0,0,6.287,0,1,3,3,5,5,5,6,5,5,5,1,15.334,15.561,20.581,2,1,4,3,3,3,6,3,3,2,2,1,0,0,11.799,0,1,2,3,1,1,1,1,1,1,1,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,13|6|1|10|7|15|2|9|4|11|8|16|12|5|3|14,35.38319397,-119.2272034,-1
R_1meZZMq09ZduTB2,Default Response Set,Anonymous,,,149.159.1.74,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A3D91TO5INWQRO,19,1,3,,4,4,5,1,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,1,0,0,6.159,0,1,2,3,3,2,2,2,2,2,2,1,0,0,31.451,0,1,2,3,6,3,4,3,3,2,3,1,0,0,16.697,0,1,5,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|Zack Yusef|project artist,1|11|10|5|9|6|2|14|13|4|7|3|8|15|12|16,39.24989319,-86.45549774,-1
R_1FfBCDFw6Guq6kR,Default Response Set,Anonymous,,,24.163.19.57,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,A3HQXCWOIQKT4F,29,1,3,,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,1,3.209,3.209,22.717,1,1,3,3,4,4,4,4,4,4,4,1,28.183,48.605,54.164,2,1,5,3,3,3,4,2,2,2,4,1,3.9,6.252,39.032,2,1,4,3,2,2,2,3,2,2,2,,,,FL_129|FL_58,project artist|Latino|Zack Yusef,14|2|10|3|7|4|8|12|6|11|1|15|13|16|5|9,36.00790405,-80.36969757,-1
R_1GTwqoBSXyF8Z0s,Default Response Set,Anonymous,,,142.129.138.207,0,3/8/2018 16:02,3/8/2018 16:05,1,1,1,A29LGLYSB9WQ8H,28,2,5,,3,3,5,1,3,1,1,2,7,6,7,7,7,7,7,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,14|10|15|1|4|8|13|12|16|5|2|7|3|6|9|11,33.92689514,-117.8611984,-1
R_vVKohDClCY0BAit,Default Response Set,Anonymous,,,76.102.115.62,0,3/8/2018 15:59,3/8/2018 16:05,1,1,1,A1NH9NLE8FFVSW,35,2,2,,5,5,5,1,1,1,1,5,7,7,7,2,3,4,3,7,5,6,4,1,0,0,28.107,0,1,4,3,8,1,1,3,3,4,4,1,0,0,26.748,0,1,6,3,5,4,1,5,5,5,5,1,0,0,48.875,0,1,4,3,1,1,1,3,4,4,3,,,,FL_58|FL_129,Zack Yusef|project artist|Latino,6|3|10|8|9|15|5|16|13|11|7|12|4|2|14|1,37.72169495,-122.4112015,-1
R_1mkCDmzxcpnTfc7,Default Response Set,Anonymous,,,107.172.195.110,0,3/8/2018 16:02,3/8/2018 16:05,1,1,1,A5I4Y0GXJM69D,29,1,1,,5,6,5,5,4,5,5,5,6,5,4,4,5,4,6,6,5,7,6,1,0,0,2.39,0,1,5,3,5,6,5,5,6,5,6,1,0,0,2.737,0,1,5,3,5,6,7,5,6,6,3,1,0,0,3.882,0,1,5,3,6,5,6,5,6,7,6,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,11|7|9|14|6|15|16|3|8|5|12|10|13|1|2|4,42.88839722,-78.87609863,-1
R_rqgzHLk3GOP5PnX,Default Response Set,Anonymous,,,184.56.83.129,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A22YX322TZKSTZ,29,1,3,,2,2,5,4,2,3,2,4,2,6,6,2,5,3,4,6,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,1|8|9|7|15|2|16|4|3|11|12|6|14|5|13|10,41.15370178,-81.63739777,-1
R_2Pndz07jYxDMgg5,Default Response Set,Anonymous,,,107.195.185.219,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,AGVUHOBSCP6YC,34,1,3,,3,4,5,1,1,1,1,7,7,7,4,3,2,2,3,6,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,attention/suspicion check|FL_58,,16|15|9|8|4|1|3|11|2|13|5|10|7|12|6|14,37.67030334,-121.0168991,-1
R_1q82YqvnFmv1CwZ,Default Response Set,Anonymous,,,24.62.156.159,0,3/8/2018 16:01,3/8/2018 16:05,1,1,1,A3O7NH5MWBWWNG,34,1,3,,2,2,5,1,2,2,1,5,6,6,6,1,2,1,2,7,7,7,6,1,0,0,11.736,0,1,5,3,4,4,4,4,4,4,4,1,0,0,23.581,0,1,5,3,4,3,6,3,3,3,3,1,0,0,18.548,0,1,3,3,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|project artist|Zack Yusef,11|7|9|8|6|2|16|12|4|3|1|15|13|14|5|10,43.17559814,-71.41040039,-1
R_3G7X7ebDMS4Yj00,Default Response Set,Anonymous,,,73.61.22.210,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,APDZ10TRIR1Q9,29,1,3,,7,7,5,,,,,,,,,,,,,,,,,1,0,0,10.977,0,1,3,3,8,3,2,2,1,4,2,1,8.305,10.569,17.414,2,1,6,3,3,3,7,5,5,6,5,1,0,0,23.013,0,1,3,3,2,2,2,2,2,2,1,1,1,1,attention/suspicion check|FL_129,Latino|project artist|Zack Yusef,,42.36999512,-71.08119965,-1
R_3FOssE30TW82ZtU,Default Response Set,Anonymous,,,104.137.106.179,0,3/8/2018 16:00,3/8/2018 16:05,1,1,1,A19HS6ON7R2KBP,47,2,3,,7,5,5,,,,,,,,,,,,,,,,,1,0,0,14.67,0,1,5,3,3,3,3,3,3,3,3,1,0,0,42.883,0,1,7,3,6,3,5,3,3,3,3,1,0,0,28.827,0,1,7,3,3,2,2,4,3,4,3,1,1,1,attention/suspicion check|FL_129,project artist|Latino|Zack Yusef,,30.5019989,-87.36009979,-1
R_2YsroFvjcudGyEl,Default Response Set,Anonymous,,,174.124.162.219,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A35443982WPWJH,42,1,3,,4,3,5,2,2,3,1,5,7,2,6,3,4,4,5,6,5,5,2,1,0,0,21.33,0,1,4,3,2,3,3,3,3,3,3,1,0,0,26.007,0,1,6,3,4,4,5,2,5,5,4,1,0,0,52.462,0,1,3,,4,4,4,4,4,4,4,,,,FL_58|FL_129,Latino|Zack Yusef|project artist,6|7|2|1|5|11|13|12|3|4|16|14|10|9|15|8,43.35299683,-83.0141983,-1
R_yVXQuW8OnsaPBDj,Default Response Set,Anonymous,,,65.190.152.47,0,3/8/2018 16:02,3/8/2018 16:06,1,1,1,A1MS98IHMLG24F,23,1,3,,4,5,5,2,2,2,2,6,6,2,6,2,6,1,2,6,6,6,6,1,0,0,22.282,0,1,3,3,3,3,3,3,2,2,2,1,0,0,18.913,0,1,5,3,2,2,2,2,2,2,2,1,31.567,31.567,32.927,1,1,5,3,2,2,2,2,2,2,2,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,3|7|15|1|8|9|16|10|14|12|11|5|13|6|2|4,35.6506958,-78.45639801,-1
R_2wpkAYfLyh0z0kv,Default Response Set,Anonymous,,,50.5.201.50,0,3/8/2018 15:59,3/8/2018 16:06,1,1,1,A95DQ11CYRVZL,35,2,3,,6,4,5,1,1,4,1,5,4,5,3,2,4,1,4,6,5,4,5,1,0,0,24.435,0,1,5,3,7,7,7,5,4,3,3,1,0,0,26.112,0,1,7,3,4,3,6,4,4,2,4,1,0,0,18.586,0,1,5,3,4,4,5,4,5,4,4,,,,FL_129|FL_58,Latino|Zack Yusef|project artist,13|12|7|1|10|5|11|2|6|15|9|3|14|8|16|4,38.63999939,-84.59349823,-1
R_3fw4vKywB9mqMpE,Default Response Set,Anonymous,,,108.95.131.70,0,3/8/2018 15:59,3/8/2018 16:06,1,1,1,AABCSDU3TZLNG,59,2,3,,3,3,5,1,1,2,1,7,6,6,6,1,1,1,1,7,7,6,7,1,0,0,39.728,0,1,5,3,4,4,4,6,6,6,7,1,0,0,28.995,0,1,6,3,6,7,5,7,7,7,7,1,0,0,41.191,0,1,5,3,4,4,4,4,3,3,4,,,,FL_129|FL_58,Zack Yusef|project artist|Latino,9|6|8|3|11|2|14|1|13|5|4|10|16|15|7|12,31.85450745,-106.5329971,-1
R_3n7ZlRXtP7VbhfV,Default Response Set,Anonymous,,,24.55.121.187,0,3/8/2018 15:58,3/8/2018 16:06,1,1,1,A2LTGFMW5PUE01,33,2,4,,5,4,5,1,2,1,1,7,6,7,5,1,2,1,1,6,6,6,7,1,0,0,28.609,0,1,4,3,4,5,5,5,4,5,4,1,0,0,25.368,0,1,5,3,2,2,4,2,2,2,2,1,0,0,43.843,0,1,4,3,3,3,3,4,3,4,3,,,,FL_58|FL_129,project artist|Zack Yusef|Latino,8|2|9|5|10|7|16|1|6|13|3|12|4|14|15|11,18.42080688,-66.06159973,-1
R_1LzFLhp8eIQn0OI,Default Response Set,Anonymous,,,65.168.68.68,0,3/8/2018 15:59,3/8/2018 16:06,1,1,1,A3CCYU8Z73AQUI,47,2,3,,4,4,5,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,1,0,0,38.225,0,1,4,3,4,4,4,4,4,4,4,1,0,0,33.352,0,1,5,3,4,4,4,4,4,4,4,1,0,0,45.701,0,1,4,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,Latino|project artist|Zack Yusef,5|4|8|11|7|3|6|16|10|14|1|2|9|15|12|13,36.68730164,-95.26180267,-1
R_3RkFdoU3imx9ypp,Default Response Set,Anonymous,,,63.227.43.71,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A397HP5TSIF2LO,55,1,3,,3,3,5,,,,,,,,,,,,,,,,,1,17.958,19.01,22.203,2,1,3,3,5,4,5,4,5,4,5,1,20.973,24.646,26.505,3,1,5,3,3,3,3,3,2,3,4,1,30.135,31.395,34.424,2,1,5,3,2,2,2,1,2,2,1,1,1,1,attention/suspicion check|FL_129,project artist|Zack Yusef|Latino,,39.84739685,-104.9459,-1
R_1kNTNF6kERuioxB,Default Response Set,Anonymous,,,173.91.17.128,0,3/8/2018 16:04,3/8/2018 16:06,1,1,1,A3CWEIEY3TGJFX,42,1,3,,3,2,5,2,2,1,3,6,7,7,4,3,4,2,3,7,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,9|5|7|15|2|16|14|11|3|4|6|10|8|13|12|1,41.49729919,-81.4713974,-1
R_2hukkWJ6026ZFv3,Default Response Set,Anonymous,,,68.117.196.117,0,3/8/2018 16:01,3/8/2018 16:06,1,1,1,A7I3G380E29VE,32,1,3,,2,4,5,,,,,,,,,,,,,,,,,1,0,0,26.775,0,1,4,3,3,3,3,3,3,3,3,1,0,0,25.523,0,1,4,3,1,2,3,2,2,2,2,1,0,0,31.421,0,1,4,3,3,3,3,3,3,3,3,1,1,1,FL_129|attention/suspicion check,Zack Yusef|Latino|project artist,,34.00909424,-84.00879669,-1
R_3Ldg4gYb8Fn8lXP,Default Response Set,Anonymous,,,129.19.154.231,0,3/8/2018 16:00,3/8/2018 16:06,1,1,1,A2M5I4KGKF9J7Q,38,1,3,,3,3,5,2,2,3,2,3,5,5,5,5,5,3,4,6,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,FL_58|attention/suspicion check,,13|5|6|12|4|14|15|8|7|16|1|9|2|11|3|10,40.01499939,-105.2705994,-1
R_2uCb095uN3oDTjF,Default Response Set,Anonymous,,,99.7.230.236,0,3/8/2018 16:03,3/8/2018 16:06,1,1,1,A12VQHPT0YHMIS,24,1,3,,2,2,5,,,,,,,,,,,,,,,,,1,9.472,9.472,10.81,1,1,4,3,5,5,5,4,4,4,4,1,0,0,9.621,0,1,4,3,4,4,4,4,4,4,4,1,0,0,4.807,0,1,4,3,4,4,4,4,4,4,4,1,1,1,attention/suspicion check|FL_129,project artist|Zack Yusef|Latino,,33.11219788,-96.69380188,-1
R_3qqG9el6a2R93Vh,Default Response Set,Anonymous,,,24.3.103.118,0,3/8/2018 16:03,3/8/2018 16:06,1,1,1,A33S6Y64WIA1T6,30,2,3,,4,4,5,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,0,0,14.978,0,1,4,3,4,4,4,4,4,4,4,1,0,0,13.937,0,1,4,3,4,4,4,4,4,4,4,1,0,0,38.355,0,1,4,3,4,4,4,4,4,4,4,,,,FL_129|FL_58,project artist|Zack Yusef|Latino,2|8|13|3|15|11|1|6|14|5|9|7|4|10|12|16,40.01870728,-78.50389862,-1
