V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1gb7R1hZM1bXwy5,Default Response Set,Anonymous,,,201.218.40.198,0,5/25/2016 17:36,5/25/2016 17:47,1,1,1,A3K9GTQBOI7O5A,27,2,1,1,,,,,4,3,6,2,5,5,3,,4,4,5,7,7,2,7,4,7,2,2,2,7,1,1,1,1,7,7,7,1,1,1,1,1,7,2,7,7,2,2,2,1,2,2,3,1,2,1,3,2,1,1,,,1,"This article is about two guys, excluded from society and often bullied. This guys eventually got sick and took a really dark road, they decided to plan a mass shooting. ","Mass shooting, the other side of the dark coin.",6,6,6,6,6,6,6,1,1,2,6,1,2,1,3,1,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,8|14|4|10|5|15|11|3|6|1|13|7|9|2|12|16,-1.050003052,-80.44999695,-1
R_2fjruf0xv3vKBwQ,Default Response Set,Anonymous,,,50.156.191.4,0,5/25/2016 17:38,5/25/2016 17:47,1,1,1,A6FMGGN74ZJ7C,33,1,1,1,,,,,6,3,9,2,5,3,3,,4,5,5,6,3,3,4,6,4,3,4,3,4,4,3,3,5,4,3,4,4,3,5,4,4,3,4,3,3,2,1,2,2,1,2,2,2,3,2,2,1,1,1,,1,,There was a case that happened with some guns. ,Guns,4,3,4,3,4,5,4,1,4,3,3,4,3,4,3,4,4,3,5,4,4,3,4,2,6,6,6,1,1,1,FL_109,,,high Status,hypocat|hypoformative,4|9|12|16|15|1|8|13|2|10|6|14|7|3|5|11,30.3993988,-84.17250061,-1
R_AGbxdfA6hUQnbKV,Default Response Set,Anonymous,,,108.91.38.111,0,5/25/2016 17:31,5/25/2016 17:48,1,1,1,A11N58O9ACVA5Z,64,1,1,,,,,1,6,4,8,1,2,1,3,,3,2,5,3,4,7,4,7,7,3,6,3,4,1,3,3,2,6,7,7,7,3,5,2,2,6,5,6,5,3,2,3,1,2,1,2,1,2,3,2,3,1,1,,,1,Two students at the University of Tennessee have been arrested in connection with a mass-shooting plot on campus. Other students characterized the suspects as loners at the University.,UT Mass Shooting Plot Thwarted,5,7,6,6,6,5,5,1,1,1,6,1,5,3,3,3,3,3,3,4,3,3,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,15|16|4|13|14|5|3|9|12|2|1|7|11|6|8|10,35.54229736,-97.61889648,-1
R_9MkXvCqsDNH4PhT,Default Response Set,Anonymous,,,66.2.50.26,0,5/25/2016 17:37,5/25/2016 17:48,1,1,1,A1XXAC5YZY5WRB,29,1,1,1,,,,,7,3,6,4,5,3,2,,5,4,5,2,6,3,4,7,4,6,4,4,4,2,3,4,2,4,5,4,5,3,3,3,4,5,4,6,4,2,3,1,2,1,2,1,1,2,2,2,3,1,1,,,1,Police arrested two individuals who were plotting an attack at the University of Tennessee. They were described as social outsiders. A student overheard a phone call which led to the arrests.,Two Arrested in Foiled University Attack,4,4,6,7,5,5,3,1,4,4,6,1,3,3,3,3,3,3,4,4,3,3,3,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,14|16|1|11|3|13|10|5|9|7|6|8|15|4|12|2,37.51550293,-121.8961945,-1
R_3JCuj0BnBrSS3hW,Default Response Set,Anonymous,,,96.27.14.227,0,5/25/2016 17:29,5/25/2016 17:48,1,1,1,A25685X3O8ZFWN,21,2,1,,,1,,,4,2,6,2,2,2,3,,4,4,5,3,6,7,6,8,7,1,7,1,3,1,1,1,1,7,1,7,1,1,2,1,1,7,6,7,7,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,,Two college students are heroes because they stopped an armed attacker. They have been friends for a long time and were very brave in doing what they did.,Two College Students Stop Armed Attacker at UTenn,4,4,5,5,5,5,5,1,5,5,2,6,6,6,3,6,4,4,4,4,4,4,4,2,6,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,14|4|12|5|3|6|8|2|13|10|11|9|1|16|7|15,42.64390564,-83.05039978,-1
R_0Ah1HIOAswuy361,Default Response Set,Anonymous,,,73.164.22.93,0,5/25/2016 17:40,5/25/2016 17:49,1,1,1,A3698EUCTJUHUT,40,2,1,1,,,,,5,3,9,4,5,2,3,,3,2,5,3,6,6,8,7,6,2,7,1,4,1,1,1,2,5,7,7,7,2,2,3,4,5,5,4,5,2,3,3,3,3,3,1,1,3,1,1,3,1,1,,1,,"Two college students tackled a shooter on a college campus. Three people were injured by the shooter. The two students, both men, were friends prior to college.",Quick-Thinking Students Disarm Campus Shooter,5,6,7,7,7,7,7,1,4,7,1,7,6,7,3,5,4,4,4,4,4,4,3,2,6,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,16|3|1|5|2|13|4|9|10|8|11|12|14|15|6|7,44.80459595,-93.13710022,-1
R_VW10jFG0OSLm8WB,Default Response Set,Anonymous,,,98.140.58.168,0,5/25/2016 17:39,5/25/2016 17:49,1,1,1,A33XTBWM7Z5IMI,32,2,1,1,,,,,6,3,6,5,7,5,3,,4,2,5,8,1,1,8,1,4,1,6,4,8,1,7,7,7,4,1,7,1,7,7,7,7,4,1,1,1,3,2,3,1,1,3,1,1,3,2,1,3,1,1,,,1,"Two students, Milner and Yusef, were arrested in a plot to commit a mass shooting at the University of Tennessee. The two were known on campus as being social outcasts, with only each other as friends. Both spent much of their time playing video games. Legally purchased firearms were found in the search, after an unidentified tip-off to law enforcement about the plot.",Campus Shooting: It Didn't Happen Here,4,4,3,2,2,1,4,1,4,1,7,1,1,1,3,1,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|15|6|8|4|11|3|7|5|2|1|9|14|13|16|10,37.51600647,-77.50050354,-1
R_a9Uq5k6qqmdOufT,Default Response Set,Anonymous,,,76.98.9.147,0,5/25/2016 17:38,5/25/2016 17:50,1,1,1,A2XZ9RU7OGSZLF,29,1,1,1,,,,,7,4,6,3,5,2,3,,3,4,,3,2,1,7,6,6,2,7,1,8,5,5,4,6,6,3,6,4,5,5,5,6,5,4,4,3,3,3,1,2,3,1,3,1,2,3,2,2,1,1,,,1,"The two students were plotting a mass shooting at the college. They had been outcasts and spent a lot of time together playing video games.  When people tried to be nice to them, they were rude in return.",Two Students Accussed of Terror Plot,4,5,7,6,3,3,4,1,1,3,6,1,2,4,3,2,3,3,3,4,3,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,7|8|2|6|4|13|14|10|11|12|3|15|5|1|9|16,39.92390442,-75.62030029,-1
R_1QfkydF4Zu6JUtD,Default Response Set,Anonymous,,,50.90.160.110,0,5/25/2016 17:24,5/25/2016 17:50,1,1,1,A10L6JFWPRXEKM,57,2,1,,1,,,,5,2,9,4,3,5,3,,2,3,5,3,3,4,6,8,7,3,7,3,4,1,1,1,1,7,7,7,6,1,1,1,2,6,6,5,6,2,3,3,1,2,2,1,1,3,1,1,3,1,1,,1,,"Yousef and Milner, two unarmed students, tackled and disarmed a shooter in a stairwell. Three people were wounded, but are in stable condition..",Unarmed Students Tackle and Disarm Shooter,4,4,6,6,7,6,6,1,5,6,1,5,7,7,3,6,4,4,5,4,5,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,7|2|16|13|11|3|6|12|1|10|15|14|4|8|5|9,39.78379822,-86.04769897,-1
R_1lzexWgrDYhgrxK,Default Response Set,Anonymous,,,142.255.14.3,0,5/25/2016 17:39,5/25/2016 17:51,1,1,1,AYOLVUJBAIR0M,42,2,1,1,,,,,3,2,5,4,3,5,2,,1,2,5,2,7,8,7,8,3,4,2,8,2,4,4,5,5,4,4,4,4,4,7,4,4,4,4,4,4,2,3,2,3,1,2,2,2,2,2,2,3,1,1,,,1,Police prevented 2 university students from going through with their planned attack on other students. The culprits were said to be loners and ridiculed by other students. Both knew each other from High school. A roommate of one of the culprits called the police after overhearing the two culprits speaking to each other over the phone regarding the planned shooting.,University Massacre Prevented,7,7,7,7,7,7,7,1,3,1,1,4,3,4,3,4,4,4,4,4,4,6,6,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,11|7|3|13|6|1|12|16|9|8|2|15|5|4|10|14,40.8625946,-73.92179871,-1
R_2AYIpNzNfReKgpv,Default Response Set,Anonymous,,,213.251.32.217,0,5/25/2016 17:33,5/25/2016 17:54,1,1,1,A1R3W25JDAUQ09,26,1,1,1,,,,,5,3,6,4,3,3,3,,3,4,5,4,6,6,7,3,3,4,4,3,6,5,5,4,5,4,5,5,5,2,2,6,4,5,3,3,6,2,1,2,3,2,1,2,2,3,2,2,3,1,1,,,1,two students from the university of tennesee were found to be plotting a mass shooting on camputs,two student plan at mass shooting foiled,4,5,6,4,,4,4,1,4,3,3,3,4,6,3,5,4,3,3,4,3,3,3,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,11|16|5|3|15|6|1|12|9|14|8|7|2|10|4|13,42.69999695,23.33329773,-1
R_1remZySaHhwR2zQ,Default Response Set,Anonymous,,,73.65.169.100,0,5/25/2016 17:34,5/25/2016 17:54,1,1,1,A37BL65A46NT1E,25,2,1,1,,,,,4,2,6,6,7,3,3,,3,3,5,3,4,7,4,7,4,3,4,6,3,4,4,3,2,3,4,5,4,6,6,5,4,5,3,4,6,2,3,3,2,3,2,1,1,2,2,2,2,1,1,,,1,Yusef and Milner were apprehended in their plan to start a mass shooting at the university of Tennessee. Both young men were outcasts from dorm life at ut,Suspects were apprehended before they could carry out mass shooting at the university of Tennessee ,4,3,4,3,2,2,3,1,3,3,5,2,2,2,3,2,2,2,2,4,4,4,3,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,16|4|3|13|5|14|10|9|1|2|8|15|7|12|6|11,40.51409912,-112.0329971,-1
R_wMehfvV1Faax5tv,Default Response Set,Anonymous,,,73.184.186.206,0,5/25/2016 17:42,5/25/2016 17:55,1,1,1,A38TRCGRVHE205,67,2,1,,,,,1,3,2,4,1,4,4,3,,7,7,5,3,1,1,4,2,8,3,7,1,6,4,4,3,4,3,5,4,4,4,5,3,4,4,4,4,4,2,2,3,3,1,2,1,3,2,2,2,3,1,1,,1,,"TWO STUDENTS OF DIFFERENT NATIONALITIES WORKED TOGETHER TO BRING DOWN AN ARMED SUSPECT WHO WAS TRYING TO KILL PEOPLE.  ALTHOUGH A FEW PEOPLE DID GET INJURED, THERE WERE NO CASUALTIES.",TWO DIVERSE CULTURAL FRIENDS BRING DOWN ARMED SUSPECT.,6,6,6,6,4,5,7,1,5,6,1,6,6,7,,6,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,5|7|9|10|4|12|8|13|16|14|3|2|6|11|1|15,33.40829468,-84.30419922,-1
R_25LoatcBKIzeJ19,Default Response Set,Anonymous,,,173.67.139.92,0,5/25/2016 17:32,5/25/2016 17:55,1,1,1,A33LYSCQQU1YDJ,41,2,1,,1,,,,4,3,6,5,4,6,3,,5,5,5,3,1,2,6,4,7,4,7,2,8,1,1,1,1,7,7,7,7,1,1,1,3,7,2,6,6,2,3,1,2,3,1,1,1,2,2,1,3,1,1,,1,,"Two studendts, Joseph a d Milner, wrestled an armed shooter to the ground. Their actions stopped what could have been another mass shooting.",Students tackle would be mass shooter,4,4,5,6,6,5,7,1,6,6,1,6,6,6,3,6,2,2,2,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,5|7|12|9|15|16|6|1|13|3|11|2|8|10|14|4,40.29229736,-76.59089661,-1
R_pseJH4lQ7IQviet,Default Response Set,Anonymous,,,172.58.168.34,0,5/25/2016 17:40,5/25/2016 17:55,1,1,1,A37U181QDB0FQX,23,2,1,,,,,1,4,3,5,2,3,3,3,,4,4,5,7,2,2,6,6,8,4,8,1,8,1,2,2,4,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,3,2,2,2,2,2,3,3,3,1,1,,1,,There was a shooter at a university. Two students tried to stop him however 3 students were shot before they could. They are in stable condition.,Students take down Shooter,4,5,7,7,7,7,7,1,4,4,4,6,7,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,4|13|10|11|9|16|14|1|8|2|3|6|15|5|12|7,28.54449463,-81.37059784,-1
R_2uTCTfusX5uJMCi,Default Response Set,Anonymous,,,108.72.67.68,0,5/25/2016 17:43,5/25/2016 17:55,1,1,1, A1CGWJOF9NSH0T,46,1,1,1,,,,,3,2,6,6,6,6,3,,5,5,5,6,6,2,7,2,3,2,7,2,7,5,6,6,6,2,2,5,2,6,5,6,6,4,2,4,2,2,3,3,2,3,2,1,2,2,1,3,3,1,1,,1,,"Two highschool students Yusef and Milner decided to take action against a shooter at their highschool. They managed to subdue the shooter till police arrive. 3 students were injured ,but in stable condition.","2 brave students subdue shooter,prevent slaughter.",5,6,6,6,6,5,5,1,5,6,2,5,5,5,3,5,3,3,3,3,3,3,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,4|15|5|6|9|11|7|3|10|12|1|14|2|8|16|13,35.20440674,-118.8647995,-1
R_vOXSKrMTIGG0l8J,Default Response Set,Anonymous,,,96.88.243.113,0,5/25/2016 17:43,5/25/2016 17:55,1,1,1,A2VN8Q8X7WWIM,58,1,1,1,,,,,4,2,6,4,4,4,3,,7,7,5,6,6,1,4,6,4,1,8,4,8,7,7,3,7,3,5,3,4,3,4,4,7,3,4,4,4,2,3,2,2,1,2,2,2,2,2,2,2,1,1,,,1,There was a raghead and a white moron who got together to kill kids in the school they all attended. Nobody liked those two and so the RH and his sidekick moron where shunned and so wanted everyone dead.,Watchout for morons in your school,4,5,7,4,4,4,4,1,4,1,7,1,4,4,3,4,3,3,3,1,1,1,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,10|6|11|4|12|13|8|1|3|15|7|16|9|5|2|14,38.93449402,-77.05960083,-1
R_3KJUei72RZFCnR9,Default Response Set,Anonymous,,,71.226.165.46,0,5/25/2016 17:43,5/25/2016 17:55,1,1,1,ASLGHXA4453BQ,31,2,1,,,,,1,4,3,9,2,3,2,3,,2,1,5,2,6,7,3,6,7,6,6,3,6,2,2,2,2,6,7,6,6,1,1,2,2,6,6,6,7,3,2,3,2,1,3,2,1,3,2,2,2,1,1,,,1,"Two students at the University of Tennessee were arrested for plotting to carry out a terrorist/shooting attack. A roommate of one of the students reported overhearing the plot and told police. Upon search, one of the student had a large cache of legally purchased weapons in his dorm room. ",among Us: misfiTs planned mass shooting,4,3,6,7,6,4,6,1,3,2,5,1,2,3,3,3,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,low status,hypocat|hypoformative,10|9|6|4|11|15|7|12|13|1|5|8|16|3|2|14,32.70489502,-80.27159882,-1
R_1ISileRliaFZWer,Default Response Set,Anonymous,,,169.133.140.5,0,5/25/2016 17:47,5/25/2016 17:57,1,1,1,A3VCJ5WIM58VN2,36,1,1,1,,,,,5,3,9,1,2,1,3,,3,3,5,8,2,1,7,3,8,6,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,2,2,1,2,1,3,3,1,3,1,1,,1,,"A gunman at the University of Tennessee was stopped by two unarmed students, who charged the shooter and held him down until police arrived. Three students were shot before the gunman was stopped, but all are expected to survive. ",University shooting stopped by Egyptian immigrant,7,7,7,7,7,7,7,1,3,7,1,7,7,7,3,7,3,3,3,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,10|7|3|16|6|1|8|14|2|5|4|13|9|11|12|15,39.73129272,-104.9692001,-1
R_3Pn0zIJJxMxVypo,Default Response Set,Anonymous,,,206.176.243.74,0,5/25/2016 17:44,5/25/2016 17:58,1,1,1,A20R78N73W8BV,31,1,1,1,,,,,4,3,6,3,6,2,3,,2,2,5,2,6,2,4,7,6,3,7,2,6,2,2,2,1,6,6,6,6,2,2,2,2,6,6,6,6,1,3,3,2,1,2,1,1,2,1,1,3,1,1,,1,,"A shooter attacked students on a university campus. Two students took action against the shooter and were able to disarm him and hold him until police could arrived. Three students were shot, but they are in stable condition.",Best buds become badass by beating bad boy.,4,6,6,6,6,6,6,1,4,5,3,5,5,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,12|7|14|5|13|9|16|8|10|6|11|1|15|2|3|4,38.55749512,-122.1553955,-1
R_333BCwYuwH0ogVI,Default Response Set,Anonymous,,,24.255.213.99,0,5/25/2016 17:47,5/25/2016 17:58,1,1,1,ALIEYEJDKD6U7,38,1,1,1,,,,,4,3,6,2,3,1,3,,1,2,5,1,7,1,7,8,6,6,3,8,8,1,1,1,1,1,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,1,1,3,1,3,3,1,3,1,1,,,1,Two college students were arrested for plotting an attack at the University of Tennessee campus. Police discovered guns at the apartment of one of the two students.,Two students arrested in university attack plot  ,5,7,7,7,7,7,7,1,1,1,7,1,1,2,3,2,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,6|7|1|14|10|16|15|13|9|3|2|4|12|5|11|8,39.10229492,-96.52459717,-1
R_oY2tlClbJCNKga5,Default Response Set,Anonymous,,,71.90.149.208,0,5/25/2016 17:42,5/25/2016 17:58,1,1,1,A10DEO061A6L3O,40,1,1,1,,,,,3,3,6,5,2,7,3,,7,7,5,1,1,6,7,8,6,2,3,3,3,4,7,5,7,1,3,4,2,7,1,7,7,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,,1,,Two students at the university stopped a shooter before he could do more damage. He shot three people but they are all in stable condition. The unarmed men rushed the shooter and tackled him. ,Two unarmed students drop gunman before he shoots more people. ,5,6,4,5,4,3,3,1,5,5,2,6,4,5,3,5,4,4,4,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,1|14|16|9|10|2|15|12|4|3|7|11|13|6|5|8,42.77049255,-83.74669647,-1
R_vxlAg4VTHYClMFH,Default Response Set,Anonymous,,,76.187.74.1,0,5/25/2016 17:45,5/25/2016 18:00,1,1,1,AOQ5KGJJBHHMU,32,2,2,1,,,,,5,3,6,1,1,1,3,,4,4,5,3,2,4,4,7,7,1,6,6,3,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,2,2,3,2,2,3,2,1,3,2,2,3,1,1,,,1,A planned mass shooting at the University of Tennessee was foiled. The two college students who planned the attack were social outcasts with a stockpile of legally purchased weapons and ammunition.,Mass Shooting Plot Uncovered at UT: Two Social Outcast Students Arrested,3,4,4,4,3,3,3,1,4,2,6,2,2,2,3,3,3,3,3,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,4|7|3|9|15|5|12|13|1|16|14|11|10|2|6|8,33.14990234,-96.85549927,-1
R_CdbzKdjnT0cPZRv,Default Response Set,Anonymous,,,40.133.176.119,0,5/25/2016 17:48,5/25/2016 18:01,1,1,1,A1XYN63I623XUD,31,2,1,1,,,,,7,4,9,2,2,1,3,,2,2,5,6,2,6,7,4,8,2,6,8,4,1,1,1,1,7,7,7,5,1,1,1,1,7,7,7,7,3,3,3,3,3,3,3,1,3,3,3,3,1,1,,,1,"Two students at a university in Tennessee were plotting a mass shooting together, but the police caught them before it could happen.",Mass Shooting Plot Foiled on Tennessee Campus,6,7,4,4,7,5,5,1,3,1,7,1,3,3,3,3,4,3,3,3,1,1,1,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,8|3|2|14|6|15|16|9|7|11|5|12|13|1|4|10,41.31900024,-81.33529663,-1
R_2B3D1PrhCp5xNTC,Default Response Set,Anonymous,,,65.222.183.232,0,5/25/2016 17:46,5/25/2016 18:02,1,1,1,A12YPFDSKH0SGH,28,2,1,1,,,,,4,2,4,4,4,4,3,,1,1,5,4,6,6,6,4,7,3,8,3,3,2,4,4,2,5,6,2,3,2,3,2,5,4,5,5,5,2,3,3,2,2,3,1,1,3,2,2,2,1,1,,1,,This article is about the bravery of students in preventing a possibly fatal school shooting at UTenn. IT also explains one of the students backgrounds.,Taking down the Utlimate Bully.,3,4,7,6,4,4,7,1,6,6,1,7,7,7,3,4,2,2,2,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,10|16|1|4|15|11|12|7|9|5|13|8|6|3|14|2,37.06269836,-76.40519714,-1
R_r6LegzeqA1PJn9v,Default Response Set,Anonymous,,,96.246.249.38,0,5/25/2016 17:49,5/25/2016 18:03,1,1,1,AIR4UQNPIMFCJ,44,2,1,,,,,,3,3,6,3,4,3,4,,2,2,5,4,1,1,7,4,8,4,8,1,8,2,2,2,2,6,6,6,6,2,2,2,2,6,6,7,5,2,2,3,2,2,2,2,2,2,2,2,3,1,1,,,1,Two university students in Tennessee were arrested for planning a mass shooting. Weapons were found in one of the student's dorm room. A roommate of the other student had called the police when he overheard a conversation of their plan.,Possible Mass Shooting Averted,6,6,7,6,6,6,6,1,2,2,6,2,2,2,3,2,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,9|16|2|11|3|15|5|4|8|6|13|1|14|10|7|12,40.76220703,-73.91210175,-1
R_1mPLlovVaYzRuyQ,Default Response Set,Anonymous,,,108.200.110.161,0,5/25/2016 17:44,5/25/2016 18:04,1,1,1,A3M8N2KEQEA151,43,1,1,1,,,,,3,2,5,2,3,1,3,,5,4,5,2,2,2,7,8,8,4,4,4,7,1,2,1,1,7,7,7,7,1,2,2,1,6,6,6,7,2,3,3,2,1,3,2,1,2,2,2,2,1,1,,,1,Two University of Tennessee students were arrested for plotting a mass shooting on campus.  Both men were rejected and ridiculed by their peers.  They were turned in by a roommate who claims to have overheard the details of the plan.,"Student Eavesdrops On Roomate, Hears Mass Shooting Plot",4,4,5,6,4,3,4,1,4,2,4,2,4,6,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,13|9|1|4|10|8|5|12|3|16|2|7|6|15|11|14,37.67199707,-97.22299957,-1
R_242d9JwIvLf4Msb,Default Response Set,Anonymous,,,73.221.202.17,0,5/25/2016 17:52,5/25/2016 18:04,1,1,1,A21PVQWVOWWCXY,25,2,1,,,,,1,4,3,5,3,4,4,3,,1,2,5,2,3,6,3,7,4,4,4,3,6,4,4,2,1,5,5,3,5,3,4,4,4,4,4,4,4,2,3,2,2,1,3,1,2,3,2,1,2,1,1,,1,,"Two students encountered a shooter, and tackled and detained them while waiting for police to arrive. Three people were shot but are in stable condition.","Three Stable, More Saved by Two Brave Students from School Shooter",4,5,6,5,5,5,4,1,3,4,4,4,5,5,3,5,4,4,4,4,4,4,4,1,5,5,5,1,1,1,FL_109,,,high Status,hypocat|hypoformative,8|4|3|10|6|12|11|7|9|16|2|13|14|5|15|1,47.20979309,-122.4091949,-1
R_2OI10knwCwWFhsJ,Default Response Set,Anonymous,,,64.251.130.11,0,5/25/2016 17:44,5/25/2016 18:05,1,1,1,A16TB6KOY5OX79,78,2,1,,,,,1,3,3,5,2,2,2,3,,3,2,5,2,1,2,7,8,7,2,7,1,6,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,3,2,3,2,2,2,2,1,2,2,2,3,1,1,,,1,"Two Tennessee University students were arrested this morning for plotting a mass shooting on campus.Police were tipped off by a roommate who overheard a conversation between the two. Upon investigation, police found legal firearms in the dorm rooms. Parents of both students declined to comment.",Two Tennessee U.Students Arrested for Plotting Mass Shooting on Campus,5,5,4,4,4,2,4,1,1,1,2,4,3,2,3,3,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,16|7|15|12|5|2|3|6|4|8|9|13|10|11|14|1,38.21659851,-91.13089752,-1
R_1PSKvYoY08M1pf3,Default Response Set,Anonymous,,,71.89.77.8,0,5/25/2016 17:44,5/25/2016 18:06,1,1,1,AZM31I9SKPZM1,26,2,1,,,,1,,1,5,8,1,1,1,3,,2,4,5,7,6,7,7,2,6,6,3,7,2,5,2,2,2,6,6,7,6,1,2,1,2,7,7,5,6,2,2,2,3,3,3,1,1,3,1,1,3,1,2,Journalism minor at Beloit College for 2 years,1,,Two unarmed students acted quickly to stop a heavily armed attacker from shooting up a University of Tennsessy dorm building,Two unarmed University of Tennessee act quickly to thwart potential tragedy in dorm building,5,6,7,6,6,5,6,1,4,6,2,6,6,6,3,5,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,7|11|14|9|3|12|16|5|13|4|6|10|8|2|1|15,43.0796051,-89.37580109,-1
R_2aWTIhlgu3LIKzD,Default Response Set,Anonymous,,,100.34.130.95,0,5/25/2016 18:00,5/25/2016 18:06,1,1,1,ASBDH0XVS7ZYG,29,2,1,,1,,,,4,3,8,2,2,2,3,,2,2,5,2,2,2,4,4,7,6,3,3,7,4,2,2,2,3,6,4,3,2,2,3,4,5,3,5,4,3,2,3,2,2,2,2,2,3,2,2,3,1,1,,1,,A few boys stop a dangerous killer from injuring people in their school by attacking the killer before he could injure anyone. ,Karate Kids Defeat School Gunman,5,4,5,4,4,4,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,3,3,2,1,1,1,FL_58,high Status,hypocat|hypoformative,,,2|4|9|3|5|14|12|6|16|15|13|7|11|10|1|8,40.26469421,-74.95349884,-1
R_2DXFndUS8XxmJbL,Default Response Set,Anonymous,,,50.43.208.100,0,5/25/2016 17:58,5/25/2016 18:06,1,1,1,A3FNZKYDL9D5TX,33,2,1,,,,,1,3,1,5,4,4,4,3,,2,1,5,6,6,7,3,2,4,2,6,1,4,3,5,4,3,5,4,5,4,4,4,2,4,4,4,4,3,2,3,3,3,1,3,3,1,1,2,3,2,1,1,,1,,That a shooter entered the building and two boys stopped him and held him until the police came.,Heroism on the part of two saves many,6,7,7,7,7,7,7,1,6,7,1,7,7,7,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,12|4|1|8|3|10|13|15|5|6|7|16|11|2|9|14,41.24459839,-82.84590149,-1
